"Tarih","Saat","Toplam (MWh)","Doðal Gaz","Barajlý","Linyit","Akarsu","Ýthal Kömür","Rüzgar","Güneþ","Fuel Oil","Jeotermal","Asfaltit Kömür","Taþ Kömür","Biyokütle","Nafta","LNG","Uluslararasý"
"17.03.2018","17:00","31.416,20","5.385,87","5.424,06","5.009,43","3.746,51","5.739,28","3.995,19","4,95","103,60","723,45","231,83","352,00","274,03","0,00","0,00","426,00"
"17.03.2018","18:00","32.137,93","5.706,63","5.915,73","5.070,95","3.689,14","5.357,82","4.297,31","0,72","104,60","738,56","229,62","339,00","270,85","0,00","0,00","417,00"
"17.03.2018","19:00","34.671,83","6.176,36","7.354,51","5.140,95","3.633,50","6.076,52","4.362,22","0,00","105,40","746,27","227,41","335,00","269,69","0,00","0,00","244,00"
"17.03.2018","20:00","34.524,34","6.572,70","6.806,31","5.231,52","3.674,78","6.066,98","4.240,32","0,00","105,70","756,34","231,83","361,00","265,86","0,00","0,00","211,00"
"17.03.2018","21:00","33.637,72","6.303,60","6.056,89","5.272,77","3.740,06","6.067,69","4.263,92","0,00","102,80","761,67","229,62","358,50","274,20","0,00","0,00","206,00"
"17.03.2018","22:00","33.021,14","5.626,39","6.626,02","5.202,41","3.770,73","5.725,15","4.200,85","2,09","103,60","763,40","229,62","344,50","269,38","0,00","0,00","157,00"
"17.03.2018","23:00","31.846,07","5.492,15","5.912,79","5.142,53","3.727,49","5.400,68","4.207,86","0,00","103,80","764,87","231,83","353,50","271,57","0,00","0,00","237,00"
"18.03.2018","00:00","29.861,91","4.847,82","4.661,08","5.196,97","3.367,78","5.479,64","4.357,80","0,00","106,70","764,31","229,62","336,50","262,69","0,00","0,00","251,00"
"18.03.2018","01:00","27.974,40","4.384,62","3.441,05","5.103,33","3.190,55","5.595,26","4.354,85","0,00","104,20","762,24","229,62","339,50","259,18","0,00","0,00","210,00"
"18.03.2018","02:00","26.764,41","4.316,51","2.756,30","5.120,76","3.025,42","5.250,50","4.325,82","0,00","105,00","762,24","231,83","344,50","267,53","0,00","0,00","258,00"
"18.03.2018","03:00","25.645,73","4.310,38","2.717,39","5.121,92","2.955,03","4.409,16","4.180,88","0,00","103,20","767,07","229,62","333,50","263,58","0,00","0,00","254,00"
"18.03.2018","04:00","25.537,63","4.366,78","2.669,55","5.092,98","2.961,99","4.211,32","4.274,68","0,00","106,60","764,72","229,62","362,50","267,89","0,00","0,00","229,00"
"18.03.2018","05:00","25.645,07","4.442,97","2.710,57","5.005,07","3.024,54","4.180,74","4.277,64","0,00","105,50","769,01","229,62","355,50","269,91","0,00","0,00","274,00"
"18.03.2018","06:00","25.405,75","4.183,29","2.492,20","4.969,17","3.059,73","4.431,05","4.280,52","0,02","105,70","768,13","229,62","350,50","271,82","0,00","0,00","264,00"
"18.03.2018","07:00","24.576,27","4.227,02","2.253,05","4.771,52","2.888,73","4.140,06","4.396,32","2,14","105,30","771,32","231,83","341,50","271,48","0,00","0,00","176,00"
"18.03.2018","08:00","25.048,91","4.299,56","2.559,34","4.648,93","2.985,47","4.114,87","4.501,86","5,57","106,00","774,85","231,83","333,50","274,13","0,00","0,00","213,00"
"18.03.2018","09:00","26.258,41","4.216,91","3.611,40","4.674,96","3.089,64","4.146,92","4.463,41","9,42","104,90","764,51","234,04","340,00","276,30","0,00","0,00","326,00"
"18.03.2018","10:00","27.064,45","4.220,14","4.470,10","4.709,91","3.081,20","3.915,96","4.619,25","12,58","104,30","748,96","229,62","352,50","270,93","0,00","0,00","329,00"
"18.03.2018","11:00","27.488,91","4.180,07","4.843,95","4.693,14","3.151,49","3.844,19","4.813,05","15,67","100,00","737,03","234,04","343,50","274,78","0,00","0,00","258,00"
"18.03.2018","12:00","26.972,83","3.754,04","4.574,83","4.701,62","3.264,40","3.921,93","4.804,81","17,82","101,10","730,66","229,62","337,50","246,50","0,00","0,00","288,00"
"18.03.2018","13:00","27.017,70","3.752,62","4.619,72","4.689,26","3.247,85","3.882,50","4.895,36","18,46","101,00","722,99","234,04","339,50","265,40","0,00","0,00","249,00"
"18.03.2018","14:00","27.139,57","3.721,62","4.393,79","4.797,53","3.286,71","3.881,56","5.125,94","13,89","102,70","712,57","229,62","332,50","268,14","0,00","0,00","273,00"
"18.03.2018","15:00","27.101,64","3.678,64","4.306,05","4.825,33","3.276,72","3.927,34","5.128,27","11,24","101,70","715,07","234,04","327,50","268,74","0,00","0,00","301,00"
"18.03.2018","16:00","27.268,30","3.653,80","4.324,40","4.860,63","3.311,67","3.994,44","5.142,21","7,81","102,90","717,51","234,04","343,50","276,39","0,00","0,00","299,00"
"18.03.2018","17:00","27.852,71","3.820,84","4.976,39","4.827,73","3.319,56","4.036,02","4.993,72","3,59","102,30","724,83","229,62","347,50","270,61","0,00","0,00","200,00"
"18.03.2018","18:00","29.674,35","4.310,24","6.014,73","4.854,67","3.386,90","4.182,62","4.926,58","0,02","103,50","733,20","234,04","350,50","272,35","0,00","0,00","305,00"
"18.03.2018","19:00","32.019,91","5.207,94","7.024,42","4.913,09","3.687,06","4.598,34","4.618,60","0,00","103,40","740,08","234,04","352,50","274,44","0,00","0,00","266,00"
"18.03.2018","20:00","32.035,11","5.426,74","6.935,15","4.908,64","3.600,33","4.960,07","4.520,53","0,00","104,00","745,70","229,62","340,50","271,83","0,00","0,00","-8,00"
"18.03.2018","21:00","31.487,66","5.673,39","6.198,51","4.903,73","3.633,17","4.957,83","4.386,74","0,00","100,90","752,75","234,04","335,50","275,10","0,00","0,00","36,00"
"18.03.2018","22:00","30.899,66","5.433,22","6.249,84","4.866,35","3.623,79","4.954,76","4.078,64","0,00","100,90","760,57","231,83","337,50","274,26","0,00","0,00","-12,00"
"18.03.2018","23:00","29.517,33","5.492,15","5.004,14","4.889,34","3.562,12","4.946,78","3.974,33","0,00","100,70","778,56","231,83","321,50","274,88","0,00","0,00","-59,00"
"19.03.2018","00:00","28.056,44","5.668,30","4.047,64","4.844,64","3.387,51","4.323,92","3.846,68","0,00","101,80","780,15","231,83","329,50","262,47","0,00","0,00","232,00"
"19.03.2018","01:00","26.472,89","5.580,23","3.292,20","4.914,97","3.361,03","3.960,74","3.387,88","0,00","101,90","795,81","234,04","331,50","264,59","0,00","0,00","248,00"
"19.03.2018","02:00","25.463,30","5.431,31","2.916,33","4.987,55","3.298,60","3.893,35","3.171,17","0,00","102,00","795,54","231,83","337,50","261,66","0,00","0,00","36,46"
"19.03.2018","03:00","24.980,79","5.264,39","2.787,29","5.118,30","3.198,69","3.887,22","2.964,86","0,00","101,00","803,02","234,04","334,50","266,60","0,00","0,00","20,88"
"19.03.2018","04:00","25.031,35","5.255,33","2.688,00","5.090,57","3.208,64","3.940,08","3.111,49","0,00","100,70","807,64","229,62","329,50","264,45","0,00","0,00","5,33"
"19.03.2018","05:00","25.532,03","5.465,98","2.644,23","5.076,73","3.201,36","4.088,50","3.211,36","0,00","101,50","818,77","234,02","333,50","266,08","0,00","0,00","90,00"
"19.03.2018","06:00","26.766,87","6.670,11","2.656,77","4.903,17","3.340,43","4.304,96","3.097,23","0,12","99,90","821,60","229,62","326,50","265,88","0,00","0,00","50,58"
"19.03.2018","07:00","28.383,20","8.608,39","2.393,06","4.953,72","3.305,95","4.477,50","2.904,25","1,80","101,90","820,23","234,04","320,50","263,15","0,00","0,00","-1,29"
"19.03.2018","08:00","32.580,84","9.848,70","4.520,65","5.164,76","3.581,84","4.880,70","2.991,74","6,46","102,50","802,09","229,62","341,50","260,81","0,00","0,00","-150,53"
"19.03.2018","09:00","34.761,57","9.977,17","6.324,34","5.173,75","3.705,85","5.133,46","3.076,75","12,58","102,90","791,13","234,04","345,50","253,11","0,00","0,00","-369,01"
"19.03.2018","10:00","35.141,84","10.359,77","6.225,52","5.027,44","3.800,75","5.126,76","2.997,91","12,18","103,10","777,23","229,62","347,00","253,87","0,00","0,00","-119,31"
"19.03.2018","11:00","35.529,84","10.416,35","6.145,16","5.168,30","3.948,92","5.201,28","3.109,22","17,10","102,90","764,53","229,63","350,50","254,95","0,00","0,00","-179,00"
"19.03.2018","12:00","33.589,98","9.887,57","5.168,45","4.818,90","3.788,91","5.182,02","3.261,16","18,12","103,20","750,73","234,04","344,00","255,88","0,00","0,00","-223,00"
"19.03.2018","13:00","33.998,29","9.870,00","5.644,37","4.732,94","3.850,28","5.219,48","3.244,95","17,64","101,40","736,97","229,63","334,50","260,13","0,00","0,00","-244,00"
"19.03.2018","14:00","34.892,24","9.863,95","6.114,93","4.776,34","3.816,29","5.493,56","3.394,91","17,44","101,90","724,93","231,83","328,50","258,66","0,00","0,00","-231,00"
"19.03.2018","15:00","34.745,22","9.741,29","5.851,30","4.771,69","3.959,55","5.599,00","3.407,16","15,06","103,00","698,07","234,04","333,50","256,56","0,00","0,00","-225,00"
"19.03.2018","16:00","35.180,02","10.405,93","5.917,79","4.717,37","4.022,39","5.606,16","3.120,99","8,96","103,00","685,39","229,62","354,50","253,92","0,00","0,00","-246,00"
"19.03.2018","17:00","35.312,56","10.670,81","6.041,94","4.711,20","4.105,14","5.595,85","2.822,09","4,75","104,00","708,63","234,04","347,50","248,61","0,00","0,00","-282,00"
"19.03.2018","18:00","35.205,54","10.555,58","6.043,42","4.754,35","4.025,05","5.602,60","2.839,57","0,80","99,40","742,71","229,62","332,50","249,94","0,00","0,00","-270,00"
"19.03.2018","19:00","36.344,12","10.919,46","6.771,33","4.675,83","3.823,76","5.481,28","3.118,90","0,01","103,10","752,65","234,04","341,50","260,26","0,00","0,00","-138,00"
"19.03.2018","20:00","35.940,99","10.778,28","6.475,97","4.588,28","3.792,06","5.378,79","3.394,89","0,00","100,00","759,45","234,04","333,50","260,73","0,00","0,00","-155,00"
"19.03.2018","21:00","34.890,49","10.062,59","5.899,56","4.543,08","3.941,93","5.371,67","3.576,88","0,00","101,60","764,07","229,62","340,50","248,99","0,00","0,00","-190,00"
"19.03.2018","22:00","33.965,91","9.407,71","5.995,28","4.603,73","3.978,37","5.014,80","3.547,26","0,00","103,60","770,88","234,04","339,50","263,13","0,00","0,00","-292,39"
"19.03.2018","23:00","32.242,10","8.494,52","5.006,60","4.571,28","3.902,98","4.998,59","3.655,74","0,00","103,30","773,51","234,04","330,50","262,25","0,00","0,00","-91,21"
"20.03.2018","00:00","30.375,85","7.497,25","3.454,63","4.544,87","3.832,66","5.290,74","3.965,30","0,00","101,20","774,60","229,62","338,50","269,48","0,00","0,00","77,00"
"20.03.2018","01:00","29.018,47","6.421,95","2.893,19","4.581,68","3.774,14","5.178,31","4.300,24","0,00","105,60","771,46","234,04","349,50","267,54","0,00","0,00","140,82"
"20.03.2018","02:00","28.057,27","5.942,64","2.371,76","4.761,35","3.758,08","4.852,83","4.416,53","0,00","101,70","776,96","229,62","341,50","273,30","0,00","0,00","231,00"
"20.03.2018","03:00","27.566,65","5.752,84","2.181,62","4.833,00","3.833,02","4.389,09","4.603,45","0,00","99,10","777,75","234,04","350,50","271,24","0,00","0,00","241,00"
"20.03.2018","04:00","27.386,86","5.690,75","2.067,45","4.819,36","3.723,86","4.229,11","4.877,80","0,00","102,80","777,72","231,83","351,50","269,68","0,00","0,00","245,00"
"20.03.2018","05:00","27.663,86","5.702,50","2.036,09","4.834,16","3.730,31","4.524,29","4.879,03","0,00","103,50","774,12","231,83","337,50","269,53","0,00","0,00","241,00"
"20.03.2018","06:00","28.535,34","6.231,66","1.794,06","4.861,60","3.747,00","4.979,68","4.976,56","0,12","101,50","778,00","234,04","341,50","275,84","0,00","0,00","213,78"
"20.03.2018","07:00","29.660,30","7.268,95","2.019,83","4.870,39","3.734,82","4.712,18","5.064,67","0,69","102,60","780,16","234,04","352,50","273,47","0,00","0,00","246,00"
"20.03.2018","08:00","33.630,31","9.028,92","3.931,28","4.914,72","3.790,96","5.141,10","4.876,58","4,12","104,10","776,73","234,04","355,00","267,76","0,00","0,00","205,00"
"20.03.2018","09:00","35.073,77","9.105,03","5.310,48","4.991,63","3.921,06","5.575,12","4.666,96","11,89","101,60","765,44","229,62","335,50","262,25","0,00","0,00","-202,81"
"20.03.2018","10:00","34.926,67","9.216,09","5.494,04","4.897,32","3.969,83","5.304,49","4.683,23","18,41","101,60","754,84","229,62","360,00","273,73","0,00","0,00","-376,53"
"20.03.2018","11:00","35.056,96","9.523,31","5.305,64","4.863,94","3.932,63","5.436,77","4.534,97","15,47","102,20","747,78","231,83","348,50","280,19","0,00","0,00","-266,27"
"20.03.2018","12:00","33.445,95","8.831,89","4.834,31","4.859,33","3.990,87","5.185,21","4.274,20","17,57","101,30","755,89","234,04","351,50","281,75","0,00","0,00","-271,91"
"20.03.2018","13:00","33.832,99","8.784,12","4.916,60","4.983,42","4.001,56","5.351,11","4.184,89","15,89","103,30","730,01","231,83","337,50","272,13","0,00","0,00","-79,37"
"20.03.2018","14:00","34.372,71","8.705,68","5.348,27","4.972,47","4.115,74","5.453,34","4.159,60","15,11","105,80","723,49","229,62","341,50","272,40","0,00","0,00","-70,31"
"20.03.2018","15:00","34.201,02","8.954,51","4.974,02","5.006,20","4.082,38","5.461,60","3.999,25","10,38","105,50","738,44","234,04","347,00","271,46","0,00","0,00","16,24"
"20.03.2018","16:00","34.386,72","9.269,23","5.131,96","5.004,94","4.109,21","5.290,13","3.691,76","5,58","104,10","746,58","234,04","336,50","273,69","0,00","0,00","189,00"
"20.03.2018","17:00","34.287,08","9.292,60","5.387,27","5.031,80","4.082,77","5.177,92","3.518,08","3,58","105,70","751,93","234,04","315,00","276,39","0,00","0,00","110,00"
"20.03.2018","18:00","34.166,66","9.129,07","6.193,96","4.949,43","4.017,16","5.056,26","3.156,18","1,06","103,50","765,29","229,62","344,50","275,39","0,00","0,00","-54,76"
"20.03.2018","19:00","35.628,00","9.716,87","6.972,60","4.942,18","4.224,43","5.406,46","2.803,34","0,00","106,70","778,50","229,62","331,00","277,50","0,00","0,00","-161,20"
"20.03.2018","20:00","35.860,57","10.344,27","6.780,58","4.846,66","4.197,32","5.595,86","2.646,66","0,00","104,40","785,84","231,83","321,50","270,63","0,00","0,00","-264,98"
"20.03.2018","21:00","34.874,40","9.888,16","6.093,97","4.944,11","4.236,82","5.592,74","2.566,11","0,00","103,30","790,84","231,83","313,50","278,12","0,00","0,00","-165,10"
"20.03.2018","22:00","34.110,03","9.162,58","6.046,08","4.956,98","4.257,93","5.595,02","2.409,52","0,00","105,70","799,68","234,04","315,50","273,56","0,00","0,00","-46,56"
"20.03.2018","23:00","32.640,38","8.488,16","5.285,34","4.975,65","4.188,36","5.515,03","2.246,51","0,00","104,20","808,32","231,83","316,50","276,48","0,00","0,00","204,00"
"21.03.2018","00:00","30.480,05","7.432,60","4.217,87","4.914,88","4.228,86","5.433,63","2.171,47","0,00","103,30","825,44","231,83","346,00","274,17","0,00","0,00","300,00"
"21.03.2018","01:00","29.238,15","7.343,39","3.208,37","4.828,70","4.255,71","5.406,44","2.092,10","0,00","104,40","823,34","231,83","333,00","276,87","0,00","0,00","334,00"
"21.03.2018","02:00","28.216,40","6.748,57","2.884,91","4.795,13","4.188,75","5.333,07","2.271,28","0,00","103,60","833,45","231,83","342,50","274,31","0,00","0,00","209,00"
"21.03.2018","03:00","27.579,68","6.221,12","2.946,62","4.791,36","4.190,06","5.386,69","2.200,68","0,00","102,70","836,68","234,04","342,50","275,66","0,00","0,00","51,57"
"21.03.2018","04:00","27.469,40","6.127,08","2.955,91","4.864,65","4.232,34","5.364,23","2.075,58","0,00","103,60","839,38","231,83","350,50","263,96","0,00","0,00","60,34"
"21.03.2018","05:00","27.894,84","6.442,87","2.947,18","4.860,90","4.214,87","5.442,35","2.127,90","0,00","102,40","841,77","231,83","344,50","270,69","0,00","0,00","67,58"
"21.03.2018","06:00","28.565,45","7.206,81","2.744,22","4.898,98","4.242,14","5.470,09","2.244,59","0,07","102,60","840,46","231,83","334,50","274,55","0,00","0,00","-25,39"
"21.03.2018","07:00","30.064,05","8.785,75","2.563,81","4.964,03","4.230,61","5.510,50","2.396,82","1,24","103,80","843,13","234,04","333,00","270,57","0,00","0,00","-173,25"
"21.03.2018","08:00","33.146,41","10.312,35","4.102,27","4.966,30","4.158,14","5.588,57","2.580,52","6,17","102,60","797,76","231,83","337,00","271,78","0,00","0,00","-308,88"
"21.03.2018","09:00","34.495,04","10.241,47","5.399,45","4.960,08","4.206,22","5.593,11","2.741,98","18,12","102,70","777,03","234,04","347,00","272,91","0,00","0,00","-399,07"
"21.03.2018","10:00","34.378,67","9.929,50","5.495,82","4.766,24","4.232,22","5.579,89","3.022,50","15,38","102,20","768,83","229,62","359,00","275,88","0,00","0,00","-398,41"
"21.03.2018","11:00","34.443,87","9.655,74","5.371,82","4.653,23","4.247,66","5.555,65","3.438,20","19,14","102,30","752,14","234,04","354,00","279,35","0,00","0,00","-219,40"
"21.03.2018","12:00","32.160,44","8.115,12","4.627,42","4.787,80","4.096,19","5.452,86","3.659,13","18,92","104,30","739,31","231,83","337,00","277,33","0,00","0,00","-286,77"
"21.03.2018","13:00","32.610,44","8.628,29","4.693,64","4.922,43","4.062,98","5.305,92","3.648,33","16,46","98,00","748,78","231,83","350,00","277,07","0,00","0,00","-373,29"
"21.03.2018","14:00","33.195,77","8.728,74","4.644,71","4.899,56","4.034,32","5.550,38","3.745,80","17,83","99,80","747,39","231,83","342,00","279,41","0,00","0,00","-126,00"
"21.03.2018","15:00","33.151,17","8.459,01","4.454,66","4.950,92","4.043,24","5.557,28","3.940,72","15,09","99,90","743,73","231,83","353,50","275,29","0,00","0,00","26,00"
"21.03.2018","16:00","33.699,95","8.952,26","4.559,89","4.946,35","4.217,38","5.364,94","3.816,66","13,38","98,70","743,26","231,83","347,00","271,30","0,00","0,00","137,00"
"21.03.2018","17:00","33.944,64","9.144,29","5.093,98","4.937,49","4.118,89","5.333,01","3.470,90","6,07","97,70","750,42","234,04","346,50","272,35","0,00","0,00","139,00"
"21.03.2018","18:00","34.414,73","8.794,69","5.828,65","5.101,87","4.287,97","5.332,13","3.297,99","1,60","101,50","759,06","229,62","338,50","272,15","0,00","0,00","69,00"
"21.03.2018","19:00","36.179,46","9.399,95","6.790,85","5.134,54","4.325,35","5.591,40","3.258,71","0,02","102,80","770,20","234,04","339,50","271,77","0,00","0,00","-39,67"
"21.03.2018","20:00","35.930,41","9.892,86","6.477,18","5.138,35","4.313,39","5.688,24","2.791,65","0,00","101,70","783,79","234,04","352,50","277,16","0,00","0,00","-120,45"
"21.03.2018","21:00","34.976,59","9.840,33","5.923,70","5.123,04","4.389,54","5.656,38","2.353,98","0,00","99,80","790,78","229,62","331,00","268,22","0,00","0,00","-29,80"
"21.03.2018","22:00","34.400,35","9.536,94","6.116,27","5.121,45","4.378,88","5.630,00","1.829,45","0,00","100,90","791,49","231,83","327,00","275,50","0,00","0,00","60,64"
"21.03.2018","23:00","33.498,80","8.979,02","5.879,44","5.170,04","4.408,84","5.683,26","1.486,76","0,00","101,70","795,17","231,83","322,00","277,92","0,00","0,00","162,82"
"22.03.2018","00:00","31.407,63","8.254,20","4.741,32","5.212,79","4.238,32","5.608,09","1.359,63","0,00","100,10","802,81","234,04","337,50","274,83","0,00","0,00","244,00"
"22.03.2018","01:00","29.698,69","8.031,97","3.619,57","5.154,53","4.116,90","5.518,94","1.278,86","0,00","99,40","805,92","234,04","329,50","270,06","0,00","0,00","239,00"
"22.03.2018","02:00","28.448,21","7.546,08","3.215,60","5.142,26","4.025,48","5.447,26","1.189,60","0,00","100,80","791,25","229,62","350,00","269,26","0,00","0,00","141,00"
"22.03.2018","03:00","27.739,73","7.107,52","2.881,26","5.200,64","3.925,57","5.387,84","1.391,60","0,00","101,50","758,70","231,83","346,00","275,27","0,00","0,00","132,00"
"22.03.2018","04:00","27.691,17","6.787,88","2.986,22","5.173,04","3.885,04","5.288,78","1.659,90","0,00","107,40","785,45","234,04","336,00","273,42","0,00","0,00","174,00"
"22.03.2018","05:00","28.068,59","6.766,48","2.963,30","5.178,07","3.889,26","5.407,88","1.853,93","0,00","108,90","806,33","229,62","341,00","276,82","0,00","0,00","247,00"
"22.03.2018","06:00","28.706,29","7.278,15","2.593,18","5.190,75","3.997,27","5.592,70","2.037,60","0,15","108,90","801,45","234,04","347,00","277,10","0,00","0,00","248,00"
"22.03.2018","07:00","29.981,02","8.092,80","2.847,73","5.202,56","3.912,71","5.552,58","2.341,00","1,72","107,90","802,72","229,62","359,00","278,68","0,00","0,00","252,00"
"22.03.2018","08:00","34.171,83","10.613,81","4.306,02","5.227,29","3.951,48","5.749,94","2.594,38","4,50","105,10","771,01","231,83","364,00","272,44","0,00","0,00","-19,97"
"22.03.2018","09:00","36.021,62","11.004,88","5.823,66","5.238,71","4.247,68","5.759,53","2.614,72","5,48","101,60","714,92","234,04","346,00","281,29","0,00","0,00","-350,89"
"22.03.2018","10:00","36.310,77","10.749,17","6.300,32","5.237,79","4.264,17","5.747,47","2.666,44","8,71","106,60","696,62","229,62","368,00","280,38","0,00","0,00","-344,52"
"22.03.2018","11:00","36.484,12","10.450,77","6.669,74","5.214,54","4.264,84","5.743,37","2.870,01","14,87","102,30","684,80","234,04","354,00","281,60","0,00","0,00","-400,76"
"22.03.2018","12:00","34.639,40","9.018,87","6.069,03","5.211,82","4.226,61","5.752,96","3.156,17","9,24","102,60","662,40","231,83","338,00","278,09","0,00","0,00","-418,22"
"22.03.2018","13:00","35.295,84","9.924,22","5.494,46","5.239,90","4.186,11","5.761,97","3.409,33","7,65","105,40","642,77","231,83","353,00","275,67","0,00","0,00","-336,47"
"22.03.2018","14:00","36.165,98","10.397,17","5.749,23","5.207,18","4.197,70","5.758,85","3.438,33","4,16","104,40","651,23","234,04","350,00","277,12","0,00","0,00","-203,43"
"22.03.2018","15:00","36.194,15","10.227,56","6.054,29","5.143,04","4.219,42","5.768,64","3.423,39","3,05","104,20","655,41","229,62","357,50","272,30","0,00","0,00","-264,27"
"22.03.2018","16:00","36.673,78","10.118,28","6.791,77","5.076,47","4.203,69","5.751,90","3.501,90","2,57","110,30","655,96","231,83","325,00","266,64","0,00","0,00","-362,53"
"22.03.2018","17:00","36.827,63","9.719,91","7.239,65","5.092,55","4.203,29","5.747,30","3.608,95","1,55","117,20","661,37","231,83","333,00","274,83","0,00","0,00","-403,80"
"22.03.2018","18:00","36.505,39","9.271,57","7.366,77","5.070,58","4.143,60","5.758,14","3.723,92","0,36","118,80","693,32","234,04","329,50","273,02","0,00","0,00","-478,23"
"22.03.2018","19:00","37.191,64","9.125,83","7.892,69","5.077,49","4.132,01","5.760,60","3.895,61","0,00","121,10","704,85","231,83","342,00","271,13","0,00","0,00","-363,50"
"22.03.2018","20:00","36.653,30","9.717,39","6.936,65","5.095,23","3.924,49","5.763,87","3.836,36","0,00","120,90","712,21","231,83","335,50","273,67","0,00","0,00","-294,80"
"22.03.2018","21:00","35.673,14","8.847,48","6.682,74","5.074,04","3.989,82","5.742,10","3.885,26","0,00","118,00","716,30","234,04","345,50","269,16","0,00","0,00","-231,30"
"22.03.2018","22:00","34.865,61","8.127,89","6.529,21","5.100,41","3.958,03","5.749,73","4.020,66","0,00","116,90","719,68","229,62","354,50","273,81","0,00","0,00","-314,83"
"22.03.2018","23:00","33.722,82","7.560,63","5.793,26","5.082,59","3.935,70","5.699,53","4.057,34","0,00","116,90","717,89","234,04","344,00","267,04","0,00","0,00","-86,10"
"23.03.2018","00:00","31.443,29","6.741,59","4.563,34","5.066,87","3.585,59","5.611,10","3.853,80","0,00","114,10","711,67","231,83","343,50","271,90","0,00","0,00","348,00"
"23.03.2018","01:00","29.821,38","6.345,67","3.736,19","5.074,68","3.495,46","5.541,26","3.712,81","0,00","114,20","709,38","231,83","334,50","271,40","0,00","0,00","254,00"
"23.03.2018","02:00","28.692,57","5.484,67","3.476,82","5.121,36","3.625,97","5.452,96","3.671,90","0,00","114,90","713,85","234,04","329,50","269,60","0,00","0,00","197,00"
"23.03.2018","03:00","27.957,86","4.963,19","3.246,05","5.136,53","3.635,72","5.411,78","3.666,82","0,00","115,20","716,58","231,83","344,50","269,66","0,00","0,00","220,00"
"23.03.2018","04:00","27.851,45","5.007,42","2.905,61","5.220,42","3.588,42","5.323,38","3.808,86","0,00","114,90","731,77","231,83","336,50","270,34","0,00","0,00","312,00"
"23.03.2018","05:00","28.320,88","5.023,21","3.085,88","5.188,73","3.523,86","5.433,83","3.938,20","0,00","114,00","730,93","234,04","344,50","274,70","0,00","0,00","429,00"
"23.03.2018","06:00","28.819,46","5.563,84","2.811,30","5.240,87","3.460,86","5.642,13","3.966,28","0,12","114,10","736,54","229,62","341,50","270,30","0,00","0,00","442,00"
"23.03.2018","07:00","30.017,13","6.829,44","2.781,43","5.121,28","3.624,33","5.460,52","4.035,90","1,01","113,80","738,82","234,04","347,00","271,56","0,00","0,00","458,00"
"23.03.2018","08:00","34.549,88","8.239,95","5.313,77","5.262,27","3.893,03","5.758,76","4.233,19","2,53","113,60","728,69","231,83","339,50","263,76","0,00","0,00","169,00"
"23.03.2018","09:00","36.571,53","8.917,81","6.924,23","5.227,65","4.001,67","5.746,98","4.142,99","4,65","115,30","712,93","231,83","325,50","271,23","0,00","0,00","-51,24"
"23.03.2018","10:00","36.977,42","9.139,15","7.262,67","5.093,61","4.091,30","5.734,84","4.118,45","9,48","115,50","715,77","231,83","336,50","273,23","0,00","0,00","-144,91"
"23.03.2018","11:00","37.248,55","9.589,32","7.133,63","5.074,64","4.073,71","5.718,42","4.066,77","11,63","114,10","712,65","231,83","338,50","279,08","0,00","0,00","-95,73"
"23.03.2018","12:00","35.164,62","8.586,29","5.977,75","5.087,31","4.010,51","5.716,18","4.193,63","13,88","118,10","715,75","231,83","331,00","276,98","0,00","0,00","-94,59"
"23.03.2018","13:00","33.687,91","7.808,28","5.327,80","5.092,24","3.949,54","5.551,68","4.285,46","12,62","111,90","732,99","231,83","333,00","269,57","0,00","0,00","-19,00"
"23.03.2018","14:00","35.213,59","8.785,91","5.637,24","5.068,03","4.026,06","5.682,56","4.160,06","10,39","117,90","735,44","234,04","329,00","267,96","0,00","0,00","159,00"
"23.03.2018","15:00","35.310,88","8.815,32","5.761,32","5.087,99","4.049,58","5.667,70","4.077,16","8,89","107,10","744,15","229,62","332,00","276,05","0,00","0,00","154,00"
"23.03.2018","16:00","35.402,96","8.874,87","5.823,09","5.114,26","4.128,41","5.672,10","3.919,15","4,82","107,10","746,65","234,04","337,50","277,97","0,00","0,00","163,00"
"23.03.2018","17:00","35.037,09","8.518,86","5.980,03","5.086,88","4.094,62","5.666,10","3.775,85","2,05","111,40","753,80","229,62","333,00","279,88","0,00","0,00","205,00"
"23.03.2018","18:00","34.941,67","8.141,49","6.550,27","5.102,47","4.125,95","5.677,10","3.461,96","0,22","110,30","761,44","234,04","334,50","279,93","0,00","0,00","162,00"
"23.03.2018","19:00","36.195,82","8.735,53","7.638,36","4.982,54","4.177,87","5.605,60","3.215,35","0,00","114,20","777,22","231,83","337,00","279,32","0,00","0,00","101,00"
"23.03.2018","20:00","36.298,04","9.157,13","7.710,93","4.986,09","4.223,43","5.656,40","2.965,57","0,00","117,10","784,25","231,83","328,50","283,05","0,00","0,00","-146,24"
"23.03.2018","21:00","35.538,88","9.112,64","7.029,99","4.988,92","4.065,60","5.631,90","2.973,30","0,00","146,20","792,10","231,83","339,50","281,96","0,00","0,00","-55,06"
"23.03.2018","22:00","34.719,27","8.391,45","6.787,26","4.990,73","4.119,15","5.578,57","3.089,14","0,00","159,60","797,72","234,04","344,50","279,35","0,00","0,00","-52,24"
"23.03.2018","23:00","33.505,56","7.947,55","5.885,87","4.892,96","4.216,01","5.501,67","3.145,90","0,00","159,60","797,51","229,62","347,50","278,37","0,00","0,00","103,00"
