"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"04.07.2019","05:00","78,74","19,75","15,04","4,80","13,99","23,73","1,43"
"04.07.2019","06:00","328,75","17,58","14,82","4,67","13,57","275,54","2,56"
"04.07.2019","07:00","1.143,71","15,84","13,92","4,62","13,71","1.090,11","5,51"
"04.07.2019","08:00","2.308,96","11,78","14,27","4,56","13,41","2.255,51","9,44"
"04.07.2019","09:00","3.340,05","15,81","14,10","4,60","13,04","3.280,03","12,48"
"04.07.2019","10:00","4.097,54","18,23","14,30","4,80","13,49","4.031,61","15,10"
"04.07.2019","11:00","4.540,21","18,14","14,50","4,70","13,60","4.472,98","16,29"
"04.07.2019","12:00","4.684,55","20,76","14,41","4,61","13,34","4.614,13","17,31"
"04.07.2019","13:00","4.578,21","22,82","13,50","4,30","13,66","4.506,97","16,96"
"04.07.2019","14:00","4.269,72","23,50","15,24","4,25","13,22","4.197,28","16,23"
"04.07.2019","15:00","3.679,85","23,00","14,18","4,16","13,11","3.611,26","14,14"
"04.07.2019","16:00","2.782,53","22,96","15,08","4,36","12,70","2.716,95","10,49"
"04.07.2019","17:00","1.740,35","24,87","15,05","4,60","13,28","1.675,67","6,88"
"04.07.2019","18:00","728,49","23,62","14,51","4,62","13,46","669,05","3,23"
"04.07.2019","19:00","198,30","21,93","16,85","4,47","13,09","140,47","1,49"
"04.07.2019","20:00","62,92","19,92","16,88","4,53","14,11","6,12","1,36"
"04.07.2019","21:00","55,44","17,83","17,09","4,57","14,57","0,08","1,31"
"04.07.2019","22:00","54,00","16,81","17,23","4,54","14,28","0,01","1,12"
"04.07.2019","23:00","51,20","14,45","17,08","4,72","13,93","0,01","1,02"
"05.07.2019","00:00","48,04","12,36","16,67","4,62","13,45","0,01","0,95"
"05.07.2019","01:00","46,92","12,07","16,11","4,71","13,11","0,01","0,92"
"05.07.2019","02:00","46,18","11,45","16,53","4,27","13,03","0,02","0,89"
"05.07.2019","03:00","46,28","11,78","16,79","4,23","12,69","0,04","0,75"
"05.07.2019","04:00","46,03","12,18","16,68","4,21","11,85","0,55","0,56"
"05.07.2019","05:00","68,62","10,62","16,57","4,53","12,00","23,98","0,92"
"05.07.2019","06:00","322,41","11,11","15,51","4,70","11,82","277,10","2,17"
"05.07.2019","07:00","1.123,20","9,48","15,30","4,61","12,64","1.075,68","5,49"
"05.07.2019","08:00","2.284,47","10,20","16,95","4,48","12,27","2.230,93","9,63"
"05.07.2019","09:00","3.317,95","11,06","17,78","4,34","11,94","3.259,88","12,95"
"05.07.2019","10:00","4.088,38","12,22","16,96","4,49","10,93","4.027,89","15,90"
"05.07.2019","11:00","4.503,00","12,01","17,22","4,43","11,57","4.440,66","17,11"
"05.07.2019","12:00","4.610,83","11,77","17,50","4,52","11,71","4.547,52","17,81"
"05.07.2019","13:00","4.409,44","10,48","17,13","4,62","13,15","4.346,99","17,07"
"05.07.2019","14:00","4.038,43","9,33","16,70","4,51","12,63","3.980,37","14,89"
"05.07.2019","15:00","3.448,63","10,17","16,06","4,37","13,20","3.392,36","12,47"
"05.07.2019","16:00","2.692,71","13,42","16,05","4,39","13,49","2.635,61","9,77"
"05.07.2019","17:00","1.712,27","17,15","14,85","4,49","13,32","1.656,48","5,98"
"05.07.2019","18:00","743,57","19,28","15,35","4,48","13,63","688,42","2,41"
"05.07.2019","19:00","202,17","18,49","15,68","4,74","12,84","149,52","0,90"
"05.07.2019","20:00","56,39","16,28","16,52","4,86","13,80","4,13","0,79"
"05.07.2019","21:00","50,25","13,78","16,74","4,95","14,04","0,06","0,69"
"05.07.2019","22:00","46,86","11,38","16,50","4,60","13,54","0,03","0,80"
"05.07.2019","23:00","46,07","10,43","16,82","4,53","13,50","0,01","0,78"
"06.07.2019","00:00","45,22","9,76","16,98","4,46","13,23","0,01","0,79"
"06.07.2019","01:00","45,10","8,46","18,34","4,46","13,19","0,01","0,65"
"06.07.2019","02:00","44,28","7,71","18,28","4,59","13,16","0,01","0,53"
"06.07.2019","03:00","42,28","6,25","17,96","4,53","13,09","0,06","0,38"
"06.07.2019","04:00","40,96","5,00","18,08","4,43","12,54","0,53","0,40"
"06.07.2019","05:00","61,60","5,14","16,88","4,24","12,30","22,41","0,64"
"06.07.2019","06:00","300,65","4,31","8,84","4,42","13,18","268,18","1,72"
"06.07.2019","07:00","1.086,06","3,76","17,84","4,22","12,94","1.042,88","4,42"
"06.07.2019","08:00","2.249,43","4,76","16,04","4,49","13,76","2.201,37","9,00"
"06.07.2019","09:00","3.268,71","5,13","15,88","4,68","13,72","3.216,71","12,59"
"06.07.2019","10:00","4.027,33","7,41","15,13","4,59","12,57","3.971,98","15,65"
"06.07.2019","11:00","4.459,78","8,59","15,09","4,44","11,55","4.403,50","16,60"
"06.07.2019","12:00","4.581,63","9,70","15,98","4,44","12,79","4.522,75","15,98"
"06.07.2019","13:00","4.463,57","11,35","15,53","4,35","12,97","4.404,02","15,36"
"06.07.2019","14:00","4.140,22","12,19","15,94","4,62","12,89","4.079,83","14,75"
"06.07.2019","15:00","3.578,68","12,87","16,89","4,63","12,72","3.518,99","12,58"
"06.07.2019","16:00","2.799,20","13,65","17,43","4,71","11,44","2.741,90","10,06"
"06.07.2019","17:00","1.790,98","14,36","17,63","4,60","12,99","1.735,36","6,04"
"06.07.2019","18:00","775,62","13,99","17,45","4,44","14,07","722,96","2,72"
"06.07.2019","19:00","199,22","13,37","17,60","4,06","14,28","148,82","1,09"
"06.07.2019","20:00","52,76","11,71","17,79","4,53","13,71","4,43","0,59"
"06.07.2019","21:00","49,28","11,37","17,89","4,74","14,61","0,04","0,62"
"06.07.2019","22:00","47,47","10,74","17,71","4,73","13,78","0,01","0,51"
"06.07.2019","23:00","45,58","9,69","16,88","4,59","13,81","0,00","0,60"
"07.07.2019","00:00","45,16","9,38","16,53","4,52","14,21","0,01","0,50"
"07.07.2019","01:00","47,70","10,98","17,22","4,46","13,90","0,91","0,23"
"07.07.2019","02:00","47,68","11,90","17,27","4,34","13,98","0,01","0,18"
"07.07.2019","03:00","46,77","10,86","17,30","4,57","13,70","0,05","0,28"
"07.07.2019","04:00","45,86","9,20","17,08","4,53","14,14","0,52","0,37"
"07.07.2019","05:00","69,31","9,37","17,26","4,37","14,20","23,32","0,80"
"07.07.2019","06:00","316,71","8,95","16,22","3,89","14,09","271,51","2,05"
"07.07.2019","07:00","1.116,86","7,72","16,29","4,31","13,91","1.069,35","5,28"
"07.07.2019","08:00","2.295,95","8,50","17,16","3,84","14,20","2.242,73","9,52"
"07.07.2019","09:00","3.297,72","11,81","17,30","4,27","13,97","3.236,85","13,52"
"07.07.2019","10:00","4.032,61","12,96","14,95","4,45","13,55","3.970,51","16,20"
"07.07.2019","11:00","4.443,95","13,63","14,87","4,53","12,71","4.380,24","17,96"
"07.07.2019","12:00","4.546,56","13,45","15,23","4,45","13,00","4.482,59","17,84"
"07.07.2019","13:00","4.458,96","13,61","14,80","4,53","13,16","4.395,91","16,96"
"07.07.2019","14:00","4.170,63","12,47","13,93","4,51","13,34","4.110,87","15,51"
"07.07.2019","15:00","3.653,19","14,27","13,64","4,39","13,49","3.594,19","13,21"
"07.07.2019","16:00","2.836,77","14,03","15,10","4,77","13,20","2.779,61","10,06"
"07.07.2019","17:00","1.789,15","13,21","15,82","4,87","12,50","1.736,29","6,47"
"07.07.2019","18:00","749,54","13,06","15,72","4,53","9,95","703,59","2,69"
"07.07.2019","19:00","191,07","13,07","15,70","4,20","13,36","143,93","0,81"
"07.07.2019","20:00","49,26","10,47","15,59","4,44","14,13","4,10","0,53"
"07.07.2019","21:00","43,05","7,66","16,30","4,75","13,95","0,05","0,33"
"07.07.2019","22:00","40,86","5,41","16,38","4,66","14,17","0,01","0,24"
"07.07.2019","23:00","39,09","3,22","16,26","4,71","14,49","0,02","0,39"
"08.07.2019","00:00","37,15","1,48","16,04","4,71","14,59","0,01","0,32"
"08.07.2019","01:00","35,44","1,09","14,93","4,45","14,70","0,00","0,27"
"08.07.2019","02:00","35,50","1,37","14,93","4,35","14,73","0,01","0,11"
"08.07.2019","03:00","35,67","1,29","15,14","4,34","14,74","0,04","0,13"
"08.07.2019","04:00","36,12","1,21","15,03","4,31","14,74","0,64","0,18"
"08.07.2019","05:00","59,42","1,26","14,96","4,66","14,69","23,48","0,37"
"08.07.2019","06:00","299,55","1,51","15,92","3,84","14,65","262,24","1,39"
"08.07.2019","07:00","1.083,75","1,37","16,44","4,71","14,64","1.042,45","4,14"
"08.07.2019","08:00","2.237,73","1,12","16,38","4,42","14,29","2.192,94","8,58"
"08.07.2019","09:00","3.254,72","0,50","16,04","4,33","13,01","3.208,62","12,22"
"08.07.2019","10:00","4.006,18","0,57","15,46","4,20","13,22","3.958,11","14,61"
"08.07.2019","11:00","4.456,47","0,73","14,86","2,86","12,80","4.408,45","16,78"
"08.07.2019","12:00","4.631,71","0,96","15,48","3,76","12,85","4.581,18","17,48"
"08.07.2019","13:00","4.547,18","1,64","16,13","2,44","13,15","4.496,97","16,86"
"08.07.2019","14:00","4.236,39","1,62","15,81","2,43","13,45","4.189,21","13,87"
"08.07.2019","15:00","3.653,98","1,81","16,16","2,42","13,84","3.607,34","12,42"
"08.07.2019","16:00","2.816,70","1,86","15,93","2,54","14,19","2.773,17","9,01"
"08.07.2019","17:00","1.803,88","6,10","16,53","3,95","14,26","1.757,37","5,67"
"08.07.2019","18:00","741,58","6,52","16,99","4,22","13,26","698,38","2,21"
"08.07.2019","19:00","186,59","10,29","18,02","4,61","13,12","140,12","0,43"
"08.07.2019","20:00","53,31","12,78","17,96","4,72","14,43","3,38","0,04"
"08.07.2019","21:00","49,90","12,53","17,78","4,74","14,75","0,06","0,05"
"08.07.2019","22:00","47,87","10,34","17,92","4,71","14,50","0,36","0,04"
"08.07.2019","23:00","52,17","8,38","17,89","4,73","14,61","6,26","0,30"
"09.07.2019","00:00","44,27","6,88","17,79","4,76","14,40","0,01","0,42"
"09.07.2019","01:00","43,13","5,68","17,74","4,76","14,54","0,01","0,40"
"09.07.2019","02:00","43,17","6,07","17,66","4,92","14,17","0,02","0,33"
"09.07.2019","03:00","43,76","6,97","17,81","4,66","14,04","0,04","0,25"
"09.07.2019","04:00","45,62","7,87","17,81","4,59","14,48","0,54","0,34"
"09.07.2019","05:00","63,39","5,95","17,83","4,65","14,33","19,97","0,67"
"09.07.2019","06:00","309,30","5,42","17,51","4,21","14,26","265,88","2,02"
"09.07.2019","07:00","1.105,82","3,69","17,79","4,45","12,77","1.061,93","5,19"
"09.07.2019","08:00","2.271,75","2,64","17,67","4,35","13,62","2.224,22","9,25"
"09.07.2019","09:00","3.306,30","2,50","16,65","4,73","13,04","3.254,90","14,49"
"09.07.2019","10:00","4.052,72","2,87","17,01","4,62","11,47","3.999,58","17,17"
"09.07.2019","11:00","4.470,74","2,59","17,29","4,26","11,55","4.415,83","19,21"
"09.07.2019","12:00","4.566,01","2,85","16,85","4,10","11,12","4.513,47","17,62"
"09.07.2019","13:00","4.459,11","2,89","16,80","4,06","11,80","4.406,25","17,32"
"09.07.2019","14:00","4.191,35","3,05","16,68","4,13","12,13","4.140,85","14,51"
"09.07.2019","15:00","3.661,86","4,16","16,93","4,34","12,77","3.610,48","13,17"
"09.07.2019","16:00","2.839,67","5,05","17,22","4,35","12,69","2.791,33","9,04"
"09.07.2019","17:00","1.793,73","6,38","15,96","4,36","13,84","1.747,49","5,69"
"09.07.2019","18:00","737,05","6,30","16,30","4,10","13,03","695,11","2,20"
"09.07.2019","19:00","179,58","4,47","16,34","3,82","13,26","141,16","0,53"
"09.07.2019","20:00","40,84","3,80","16,10","4,27","13,38","3,28","0,02"
"09.07.2019","21:00","36,54","2,71","15,78","4,41","13,54","0,07","0,04"
"09.07.2019","22:00","36,44","2,04","15,82","4,59","13,96","0,03","0,01"
"09.07.2019","23:00","34,96","1,38","15,54","4,54","13,37","0,01","0,13"
"10.07.2019","00:00","35,42","1,06","17,42","4,33","12,48","0,01","0,14"
"10.07.2019","01:00","36,26","1,15","16,84","4,40","13,32","0,01","0,55"
"10.07.2019","02:00","38,64","1,63","18,06","4,30","13,72","0,01","0,92"
"10.07.2019","03:00","38,86","1,68","18,23","4,46","13,68","0,05","0,76"
"10.07.2019","04:00","41,68","3,39","18,18","4,76","13,82","0,47","1,06"
"10.07.2019","05:00","61,26","5,71","18,22","4,57","12,84","19,40","0,53"
"10.07.2019","06:00","313,06","6,42","18,20","4,64","12,44","269,63","1,73"
"10.07.2019","07:00","1.111,08","7,50","17,66","4,28","12,71","1.063,80","5,13"
"10.07.2019","08:00","2.225,45","4,74","16,99","4,38","11,67","2.178,49","9,17"
"10.07.2019","09:00","3.197,56","4,27","14,24","4,35","10,09","3.151,53","13,08"
"10.07.2019","10:00","3.928,87","6,23","13,89","4,32","11,98","3.877,11","15,34"
"10.07.2019","11:00","4.328,73","6,56","13,73","4,29","12,15","4.275,27","16,72"
"10.07.2019","12:00","4.453,42","5,84","14,11","4,50","12,19","4.400,64","16,13"
"10.07.2019","13:00","4.286,87","7,12","14,05","4,41","13,36","4.231,92","16,02"
"10.07.2019","14:00","3.871,54","8,87","13,28","4,20","13,07","3.816,92","15,19"
"10.07.2019","15:00","3.343,53","10,13","13,10","3,82","13,09","3.290,44","12,94"
"10.07.2019","16:00","2.578,64","10,60","13,55","3,83","12,07","2.529,33","9,26"
"10.07.2019","17:00","1.643,02","11,03","13,59","4,05","11,09","1.597,56","5,70"
"10.07.2019","18:00","706,74","11,49","13,85","3,65","13,19","662,42","2,13"
"10.07.2019","19:00","189,89","12,72","16,28","4,18","13,78","142,41","0,52"
"10.07.2019","20:00","49,46","11,88","16,88","4,27","13,90","2,40","0,13"
"10.07.2019","21:00","45,31","9,22","17,56","4,37","13,96","0,05","0,14"
"10.07.2019","22:00","45,14","8,22","18,39","4,27","14,11","0,03","0,13"
"10.07.2019","23:00","43,51","6,52","18,49","4,27","14,11","0,01","0,12"
"11.07.2019","00:00","43,14","6,16","18,43","4,29","14,09","0,01","0,16"
"11.07.2019","01:00","45,73","8,99","18,44","4,36","13,77","0,01","0,15"
"11.07.2019","02:00","45,66","8,45","18,37","4,29","14,00","0,02","0,53"
"11.07.2019","03:00","43,96","5,87","18,38","4,28","14,00","0,04","1,40"
"11.07.2019","04:00","46,49","8,23","18,32","4,16","13,45","0,50","1,82"
"11.07.2019","05:00","73,84","18,16","17,02","4,19","13,53","18,74","2,21"
"11.07.2019","06:00","330,83","22,97","17,00","4,43","13,47","269,73","3,23"
"11.07.2019","07:00","1.067,79","21,58","16,40","4,29","13,18","1.006,36","5,98"
"11.07.2019","08:00","2.094,17","20,01","16,60","3,99","13,18","2.030,26","10,12"
"11.07.2019","09:00","2.982,11","19,39","15,22","3,05","13,07","2.918,09","13,29"
"11.07.2019","10:00","3.531,44","20,44","14,91","3,42","11,60","3.465,52","15,56"
"11.07.2019","11:00","3.892,75","20,68","15,19","3,95","12,25","3.822,80","17,89"
"11.07.2019","12:00","3.935,98","20,89","15,29","3,86","13,64","3.864,35","17,96"
"11.07.2019","13:00","3.798,90","20,26","15,64","3,37","13,88","3.729,51","16,25"
"11.07.2019","14:00","3.461,60","19,45","17,19","3,45","13,17","3.391,90","16,43"
"11.07.2019","15:00","2.957,82","16,85","18,52","3,91","13,36","2.891,93","13,25"
"11.07.2019","16:00","2.207,17","16,31","17,88","4,07","13,21","2.146,12","9,57"
"11.07.2019","17:00","1.353,16","16,14","17,22","4,31","12,79","1.296,58","6,11"
"11.07.2019","18:00","600,70","14,53","17,87","4,19","12,80","548,50","2,82"
"11.07.2019","19:00","168,76","13,70","17,27","4,37","11,52","120,80","1,10"
"11.07.2019","20:00","53,08","14,39","18,47","4,26","12,81","2,87","0,28"
"11.07.2019","21:00","49,94","13,87","18,13","4,36","12,62","0,04","0,92"
"11.07.2019","22:00","48,05","12,04","19,06","4,36","11,75","0,01","0,84"
"11.07.2019","23:00","55,00","12,09","18,76","4,28","13,92","5,15","0,80"
"12.07.2019","00:00","48,29","10,23","19,26","4,13","13,91","0,02","0,73"
"12.07.2019","01:00","46,23","8,20","19,25","3,99","14,08","0,02","0,69"
"12.07.2019","02:00","45,24","7,54","19,17","4,07","13,70","0,00","0,75"
"12.07.2019","03:00","42,04","4,71","19,20","4,09","13,22","0,02","0,81"
"12.07.2019","04:00","43,65","5,51","19,17","4,27","13,71","0,35","0,65"
"12.07.2019","05:00","60,79","4,89","18,77","4,45","13,71","17,98","0,98"
"12.07.2019","06:00","295,19","5,05","18,52","4,15","14,11","251,35","2,02"
"12.07.2019","07:00","963,10","3,67","18,37","3,94","13,60","918,49","5,04"
"12.07.2019","08:00","2.075,38","3,56","17,61","4,09","13,77","2.027,86","8,49"
"12.07.2019","09:00","2.887,35","4,74","17,53","4,30","12,80","2.836,17","11,81"
"12.07.2019","10:00","3.618,08","6,13","16,84","4,36","12,36","3.563,84","14,55"
"12.07.2019","11:00","3.948,68","6,54","17,76","4,32","11,40","3.893,12","15,54"
"12.07.2019","12:00","4.092,25","6,24","17,72","4,36","12,87","4.034,70","16,36"
"12.07.2019","13:00","4.064,20","5,89","17,65","4,33","13,28","4.006,59","16,47"
"12.07.2019","14:00","3.827,12","6,10","16,54","4,29","12,87","3.772,06","15,26"
"12.07.2019","15:00","3.346,80","5,93","17,54","4,42","13,23","3.292,65","13,02"
"12.07.2019","16:00","2.573,35","6,16","17,27","4,59","13,60","2.522,51","9,23"
"12.07.2019","17:00","1.626,75","6,41","17,55","4,51","13,90","1.578,58","5,80"
"12.07.2019","18:00","716,84","7,63","17,51","4,40","13,93","670,90","2,47"
"12.07.2019","19:00","180,71","7,09","18,37","4,48","13,98","136,18","0,61"
"12.07.2019","20:00","47,62","6,57","18,92","4,56","13,40","4,03","0,13"
"12.07.2019","21:00","43,31","6,95","17,99","4,41","13,77","0,08","0,10"
"12.07.2019","22:00","43,00","5,51","18,90","4,54","13,92","0,03","0,10"
"12.07.2019","23:00","41,33","4,28","18,91","4,53","13,49","0,01","0,12"
"13.07.2019","00:00","40,51","3,18","18,86","4,47","13,78","0,02","0,20"
"13.07.2019","01:00","39,35","2,02","18,90","4,24","13,86","0,01","0,32"
"13.07.2019","02:00","39,76","2,37","18,88","4,16","13,94","0,01","0,40"
"13.07.2019","03:00","36,81","1,91","18,23","4,06","12,25","0,06","0,29"
"13.07.2019","04:00","39,09","1,80","17,48","4,07","14,06","1,31","0,38"
"13.07.2019","05:00","55,14","1,39","17,82","3,56","13,24","18,54","0,60"
"13.07.2019","06:00","303,11","1,28","17,28","3,62","12,48","266,70","1,75"
"13.07.2019","07:00","1.076,78","1,22","15,60","3,53","12,79","1.038,67","4,96"
"13.07.2019","08:00","2.168,19","0,99","17,87","3,28","13,86","2.123,45","8,75"
"13.07.2019","09:00","3.147,26","0,63","17,36","3,86","13,44","3.099,02","12,95"
"13.07.2019","10:00","3.831,63","1,75","17,17","4,08","12,19","3.781,02","15,42"
"13.07.2019","11:00","4.186,47","1,98","17,79","4,06","12,00","4.134,08","16,55"
"13.07.2019","12:00","4.206,86","2,69","17,09","4,25","13,59","4.153,44","15,82"
"13.07.2019","13:00","4.126,45","3,49","16,19","4,08","13,67","4.072,57","16,47"
"13.07.2019","14:00","3.841,70","3,76","16,35","3,94","13,51","3.789,09","15,05"
"13.07.2019","15:00","3.352,49","5,47","16,10","4,15","13,67","3.299,05","14,04"
"13.07.2019","16:00","2.619,46","5,55","16,67","4,18","12,71","2.569,86","10,50"
"13.07.2019","17:00","1.671,02","6,95","16,60","4,19","13,37","1.624,46","5,45"
"13.07.2019","18:00","745,54","6,36","16,68","4,25","13,89","702,41","1,95"
"13.07.2019","19:00","179,74","7,99","16,25","4,43","14,09","136,34","0,64"
"13.07.2019","20:00","46,01","8,42","16,74","4,06","13,68","2,68","0,43"
"13.07.2019","21:00","40,66","6,23","16,71","4,09","12,85","0,05","0,74"
"13.07.2019","22:00","42,21","6,20","17,64","4,04","13,60","0,01","0,71"
"13.07.2019","23:00","42,38","5,07","18,01","4,38","14,33","0,01","0,58"
"14.07.2019","00:00","38,47","2,76","17,85","4,30","13,25","0,00","0,30"
"14.07.2019","01:00","36,46","2,13","17,87","4,03","12,24","0,00","0,19"
"14.07.2019","02:00","36,78","1,68","17,94","3,86","13,11","0,02","0,18"
"14.07.2019","03:00","37,28","1,68","17,61","3,97","13,78","0,07","0,18"
"14.07.2019","04:00","37,46","1,25","17,84","3,93","13,53","0,75","0,16"
"14.07.2019","05:00","52,90","1,01","17,94","3,91","13,74","16,10","0,20"
"14.07.2019","06:00","290,78","0,82","17,86","3,89","13,18","253,69","1,33"
"14.07.2019","07:00","1.029,89","1,46","17,13","4,01","13,27","989,35","4,67"
"14.07.2019","08:00","2.068,48","1,34","17,31","3,93","13,66","2.023,62","8,62"
"14.07.2019","09:00","2.971,61","0,96","17,31","4,09","13,53","2.923,69","12,04"
