"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"07.01.2020","17:00","77,35","23,75","17,33","2,97","11,30","21,45","0,56"
"07.01.2020","18:00","59,40","24,90","17,14","2,43","13,62","0,69","0,63"
"07.01.2020","19:00","60,61","26,11","16,79","2,68","14,26","0,33","0,44"
"07.01.2020","20:00","57,30","24,22","15,96","2,42","14,59","0,01","0,10"
"07.01.2020","21:00","54,83","23,26","15,20","1,78","14,49","0,01","0,09"
"07.01.2020","22:00","56,94","25,07","15,72","1,89","14,24","0,02","0,00"
"07.01.2020","23:00","56,15","24,36","15,38","1,85","14,53","0,01","0,01"
"08.01.2020","00:00","55,54","24,14","15,94","1,59","13,81","0,02","0,03"
"08.01.2020","01:00","55,35","24,32","16,23","1,34","13,41","0,01","0,03"
"08.01.2020","02:00","54,80","23,99","16,24","1,30","13,01","0,08","0,17"
"08.01.2020","03:00","55,46","24,12","16,60","1,20","13,20","0,15","0,19"
"08.01.2020","04:00","55,00","23,49","16,71","1,40","13,01","0,24","0,16"
"08.01.2020","05:00","55,85","24,28","16,89","1,48","12,91","0,23","0,07"
"08.01.2020","06:00","55,68","24,00","16,88","1,48","13,00","0,29","0,04"
"08.01.2020","07:00","64,79","24,76","15,84","1,10","13,51","9,34","0,24"
"08.01.2020","08:00","172,46","24,65","16,08","1,36","13,34","115,85","1,17"
"08.01.2020","09:00","512,84","23,65","16,01","1,40","12,87","455,79","3,11"
"08.01.2020","10:00","946,87","24,79","16,18","1,56","12,61","885,01","6,71"
"08.01.2020","11:00","1.306,11","23,09","16,24","1,67","11,42","1.244,88","8,80"
"08.01.2020","12:00","1.433,67","23,81","16,59","1,68","11,87","1.370,89","8,83"
"08.01.2020","13:00","1.257,90","24,66","16,30","1,54","11,97","1.195,46","7,96"
"08.01.2020","14:00","1.059,38","27,94","16,13","1,77","13,54","992,33","7,67"
"08.01.2020","15:00","713,98","25,79","16,51","1,94","14,05","649,63","6,08"
"08.01.2020","16:00","353,76","27,11","16,92","1,92","13,80","291,01","3,00"
"08.01.2020","17:00","104,96","27,52","16,25","1,90","13,70","45,13","0,45"
"08.01.2020","18:00","61,94","28,61","17,03","1,97","13,35","0,87","0,10"
"08.01.2020","19:00","60,06","28,20","15,98","2,09","13,67","0,01","0,10"
"08.01.2020","20:00","60,36","27,03","17,59","2,12","13,55","0,00","0,08"
"08.01.2020","21:00","60,25","27,53","17,43","1,94","13,25","0,00","0,10"
"08.01.2020","22:00","60,70","28,06","17,57","1,95","13,11","0,00","0,01"
"08.01.2020","23:00","58,85","28,10","17,60","1,85","11,29","0,00","0,02"
"09.01.2020","00:00","57,43","26,38","17,19","1,70","12,13","0,00","0,04"
"09.01.2020","01:00","58,30","25,28","17,65","1,88","13,44","0,00","0,05"
"09.01.2020","02:00","55,12","21,74","17,61","2,15","13,54","0,00","0,07"
"09.01.2020","03:00","54,25","21,30","17,62","2,14","13,11","0,00","0,07"
"09.01.2020","04:00","52,94","20,09","17,62","2,08","13,08","0,01","0,07"
"09.01.2020","05:00","53,78","19,46","18,06","2,06","13,37","0,75","0,07"
"09.01.2020","06:00","51,14","17,05","18,20","2,08","13,25","0,52","0,05"
"09.01.2020","07:00","79,28","16,30","17,76","1,81","13,62","29,40","0,39"
"09.01.2020","08:00","313,67","16,14","17,80","2,00","13,74","262,36","1,62"
"09.01.2020","09:00","966,86","14,93","17,85","2,01","12,23","913,78","6,06"
"09.01.2020","10:00","1.834,51","14,34","19,16","1,70","12,73","1.776,13","10,46"
"09.01.2020","11:00","2.512,02","12,81","19,04","1,79","12,26","2.452,83","13,29"
"09.01.2020","12:00","2.730,72","13,33","19,06","2,18","12,52","2.669,48","14,14"
"09.01.2020","13:00","2.555,67","11,74","19,19","2,23","12,76","2.497,03","12,71"
"09.01.2020","14:00","2.090,05","12,93","17,62","2,57","12,83","2.032,83","11,26"
"09.01.2020","15:00","1.431,23","12,95","17,60","2,51","12,58","1.377,09","8,51"
"09.01.2020","16:00","693,04","12,07","17,11","2,53","13,46","643,59","4,27"
"09.01.2020","17:00","162,50","10,33","16,98","2,72","13,98","117,64","0,84"
"09.01.2020","18:00","49,12","11,15","17,07","2,74","13,44","4,61","0,10"
"09.01.2020","19:00","43,15","10,28","17,04","2,86","12,88","0,00","0,09"
"09.01.2020","20:00","43,31","10,48","17,11","3,01","12,63","0,00","0,09"
"09.01.2020","21:00","42,64","9,49","16,73","2,92","13,39","0,02","0,10"
"09.01.2020","22:00","41,95","9,19","16,50","2,66","13,58","0,00","0,01"
"09.01.2020","23:00","40,99","7,64","16,44","2,58","14,33","0,00","0,01"
"10.01.2020","00:00","40,79","7,12","16,79","2,56","14,22","0,01","0,08"
"10.01.2020","01:00","37,79","5,42","16,94","2,43","12,95","0,00","0,05"
"10.01.2020","02:00","37,01","4,39","17,04","2,46","13,06","0,00","0,07"
"10.01.2020","03:00","36,62","3,94","17,04","2,57","12,98","0,00","0,08"
"10.01.2020","04:00","36,40","4,35","17,01","2,73","12,21","0,02","0,08"
"10.01.2020","05:00","36,77","4,36","16,99","2,73","12,33","0,29","0,08"
"10.01.2020","06:00","35,99","4,54","16,95","2,66","11,33","0,47","0,04"
"10.01.2020","07:00","82,07","2,78","16,49","2,73","13,24","46,19","0,63"
"10.01.2020","08:00","447,14","2,14","17,75","2,64","13,51","408,25","2,86"
"10.01.2020","09:00","1.412,37","2,36","17,38","2,45","12,92","1.370,02","7,23"
"10.01.2020","10:00","2.426,29","1,81","17,83","2,57","13,20","2.378,94","11,94"
"10.01.2020","11:00","3.074,33","1,85","18,48","2,69","13,41","3.024,09","13,82"
"10.01.2020","12:00","3.383,28","1,20","18,48","2,45","14,12","3.332,35","14,68"
"10.01.2020","13:00","3.387,90","0,82","18,81","2,64","14,18","3.337,18","14,27"
"10.01.2020","14:00","2.921,98","0,35","19,15","2,69","13,72","2.873,30","12,77"
"10.01.2020","15:00","2.086,06","0,35","17,95","2,46","13,62","2.041,91","9,77"
"10.01.2020","16:00","1.013,18","0,30","18,06","2,82","13,41","973,71","4,88"
"10.01.2020","17:00","202,10","0,48","17,82","2,85","12,94","166,99","1,01"
"10.01.2020","18:00","40,60","0,56","17,98","3,00","13,03","5,96","0,09"
"10.01.2020","19:00","36,63","1,95","17,65","2,88","14,03","0,03","0,09"
"10.01.2020","20:00","35,80","2,24","17,82","2,83","12,78","0,03","0,10"
"10.01.2020","21:00","37,20","2,83","17,99","2,74","13,51","0,03","0,08"
"10.01.2020","22:00","37,75","3,39","17,94","2,78","13,62","0,01","0,01"
"10.01.2020","23:00","38,63","3,93","17,94","2,97","13,74","0,00","0,04"
"11.01.2020","00:00","38,92","4,41","17,84","2,87","13,73","0,00","0,07"
"11.01.2020","01:00","37,68","3,95","17,93","2,82","12,87","0,00","0,10"
"11.01.2020","02:00","37,88","3,87","17,90","2,69","13,24","0,06","0,12"
"11.01.2020","03:00","38,28","4,72","17,93","2,62","12,72","0,16","0,13"
"11.01.2020","04:00","37,80","5,19","16,76","2,60","12,84","0,29","0,12"
"11.01.2020","05:00","28,03","4,06","8,42","2,80","12,27","0,41","0,07"
"11.01.2020","06:00","31,11","4,76","10,30","2,73","12,35","0,92","0,05"
"11.01.2020","07:00","97,08","5,04","14,61","2,63","11,61","62,42","0,76"
"11.01.2020","08:00","631,11","4,76","16,21","2,42","11,84","593,33","2,54"
"11.01.2020","09:00","1.925,85","4,46","17,17","2,25","10,94","1.883,75","7,29"
"11.01.2020","10:00","3.173,19","4,46","17,64","1,92","12,33","3.124,37","12,46"
"11.01.2020","11:00","3.951,92","3,97","17,21","1,96","12,67","3.900,82","15,29"
"11.01.2020","12:00","4.270,64","3,64","16,52","2,49","13,23","4.217,46","17,30"
"11.01.2020","13:00","4.198,85","2,96","15,71","2,60","13,48","4.147,09","17,00"
"11.01.2020","14:00","3.662,02","2,00","17,81","2,60","13,95","3.610,77","14,89"
"11.01.2020","15:00","2.605,15","2,18","17,55","2,50","12,47","2.560,10","10,35"
"11.01.2020","16:00","1.198,35","2,30","18,21","2,56","13,18","1.157,29","4,80"
"11.01.2020","17:00","197,82","2,42","18,15","2,52","13,62","160,18","0,93"
"11.01.2020","18:00","42,84","2,50","18,35","3,07","13,58","5,23","0,10"
"11.01.2020","19:00","37,33","2,25","17,94","3,25","13,81","0,01","0,08"
"11.01.2020","20:00","38,17","3,06","17,57","3,14","14,30","0,02","0,08"
"11.01.2020","21:00","38,66","2,81","17,46","3,14","15,17","0,00","0,07"
"11.01.2020","22:00","39,12","3,20","17,70","3,11","15,11","0,00","0,00"
"11.01.2020","23:00","37,86","3,25","17,74","3,08","13,78","0,00","0,01"
"12.01.2020","00:00","37,64","4,00","17,17","2,88","13,59","0,00","0,00"
"12.01.2020","01:00","37,94","4,58","17,01","2,59","13,72","0,02","0,02"
"12.01.2020","02:00","37,56","5,02","16,11","2,63","13,57","0,20","0,04"
"12.01.2020","03:00","37,56","5,62","15,56","2,69","13,26","0,38","0,05"
"12.01.2020","04:00","38,93","5,93","15,56","2,70","14,09","0,59","0,05"
"12.01.2020","05:00","40,42","6,67","16,15","2,49","14,51","0,60","0,01"
"12.01.2020","06:00","41,37","8,90","15,38","2,15","14,08","0,87","0,01"
"12.01.2020","07:00","70,83","11,42","15,53","2,23","14,45","26,99","0,21"
"12.01.2020","08:00","343,21","14,17","17,15","2,48","14,99","293,01","1,40"
"12.01.2020","09:00","1.054,30","12,85","17,43","2,82","13,49","1.003,70","4,02"
"12.01.2020","10:00","1.860,09","11,35","17,20","2,81","13,46","1.807,75","7,53"
"12.01.2020","11:00","2.422,67","8,02","17,56","2,67","13,61","2.370,19","10,61"
"12.01.2020","12:00","2.671,63","9,60","17,28","2,48","13,29","2.617,62","11,36"
"12.01.2020","13:00","2.555,40","9,45","17,46","2,83","12,99","2.502,41","10,25"
"12.01.2020","14:00","2.188,80","12,18","17,62","3,03","13,68","2.132,18","10,11"
"12.01.2020","15:00","1.523,68","12,97","17,32","3,26","13,43","1.469,86","6,83"
"12.01.2020","16:00","734,59","15,43","17,01","3,37","14,95","680,09","3,73"
"12.01.2020","17:00","170,10","17,16","17,51","3,25","13,79","117,58","0,80"
"12.01.2020","18:00","55,25","16,76","17,42","3,07","13,92","4,07","0,01"
"12.01.2020","19:00","50,21","16,22","17,37","2,92","13,68","0,00","0,02"
"12.01.2020","20:00","52,26","18,28","17,51","3,11","13,35","0,00","0,00"
"12.01.2020","21:00","54,12","19,90","17,50","3,46","13,24","0,02","0,00"
"12.01.2020","22:00","55,11","20,51","17,82","3,58","13,20","0,00","0,01"
"12.01.2020","23:00","55,96","19,41","19,06","3,54","13,94","0,00","0,01"
"13.01.2020","00:00","53,72","17,43","18,19","3,44","14,64","0,00","0,01"
"13.01.2020","01:00","50,50","15,24","17,16","3,21","14,85","0,01","0,04"
"13.01.2020","02:00","47,42","12,08","18,04","2,88","14,24","0,13","0,05"
"13.01.2020","03:00","48,36","12,17","18,21","2,79","14,68","0,46","0,06"
"13.01.2020","04:00","48,94","13,20","18,19","2,79","14,02","0,68","0,06"
"13.01.2020","05:00","47,31","11,50","17,54","3,00","13,08","2,17","0,01"
"13.01.2020","06:00","44,51","9,53","16,96","3,14","12,85","2,02","0,01"
"13.01.2020","07:00","90,10","9,01","13,93","2,94","12,59","51,01","0,62"
"13.01.2020","08:00","497,77","7,85","8,14","2,77","12,67","463,37","2,96"
"13.01.2020","09:00","1.568,98","8,22","8,13","2,59","13,22","1.529,08","7,73"
"13.01.2020","10:00","2.749,32","6,82","8,12","2,25","13,30","2.705,88","12,96"
"13.01.2020","11:00","3.562,36","19,26","7,68","2,22","14,06","3.503,06","16,08"
"13.01.2020","12:00","3.927,81","5,61","7,44","2,41","13,70","3.881,37","17,27"
"13.01.2020","13:00","3.905,57","5,17","7,40","2,56","14,21","3.859,59","16,65"
"13.01.2020","14:00","3.501,19","4,88","7,75","2,94","12,89","3.457,56","15,17"
"13.01.2020","15:00","2.561,17","5,56","9,35","3,27","11,71","2.520,26","11,02"
"13.01.2020","16:00","1.230,98","4,72","11,22","3,24","11,99","1.194,74","5,07"
"13.01.2020","17:00","228,80","5,39","14,13","2,98","11,50","193,77","1,03"
"13.01.2020","18:00","48,35","6,26","18,90","3,19","12,98","6,93","0,09"
"13.01.2020","19:00","41,99","6,08","18,65","3,16","13,29","0,73","0,08"
"13.01.2020","20:00","41,34","5,58","18,76","3,20","13,72","0,00","0,08"
"13.01.2020","21:00","41,27","5,17","18,81","3,31","13,90","0,00","0,07"
"13.01.2020","22:00","42,51","6,30","18,88","3,29","14,03","0,00","0,01"
"13.01.2020","23:00","42,58","6,60","18,81","3,13","14,04","0,00","0,01"
"14.01.2020","00:00","41,16","6,18","18,48","2,93","13,57","0,00","0,01"
"14.01.2020","01:00","39,36","5,05","18,26","2,67","13,32","0,05","0,01"
"14.01.2020","02:00","38,38","3,79","18,26","2,58","13,51","0,23","0,00"
"14.01.2020","03:00","38,53","3,30","18,27","2,48","13,99","0,48","0,00"
"14.01.2020","04:00","38,39","2,99","18,30","2,58","13,86","0,66","0,00"
"14.01.2020","05:00","38,23","3,33","17,93","2,50","13,31","1,17","0,01"
"14.01.2020","06:00","37,74","3,24","16,25","2,49","13,80","1,91","0,05"
"14.01.2020","07:00","93,62","3,42","15,35","2,19","14,10","57,95","0,60"
"14.01.2020","08:00","605,56","3,16","14,06","2,53","13,01","569,93","2,88"
"14.01.2020","09:00","1.836,33","1,87","6,48","2,87","12,84","1.804,60","7,68"
"14.01.2020","10:00","3.071,59","1,35","7,02","3,05","12,25","3.035,19","12,74"
"14.01.2020","11:00","3.807,81","2,70","10,25","3,23","12,49","3.761,84","17,30"
"14.01.2020","12:00","4.095,49","2,60","11,97","3,15","13,64","4.046,23","17,91"
"14.01.2020","13:00","3.970,77","2,64","14,38","3,25","13,73","3.920,28","16,51"
"14.01.2020","14:00","3.451,82","1,68","16,56","2,46","13,37","3.403,36","14,39"
"14.01.2020","15:00","2.452,05","1,47","18,33","2,89","13,27","2.405,52","10,57"
"14.01.2020","16:00","1.123,07","1,34","18,68","2,89","13,05","1.082,22","4,89"
