"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"02.07.2018","18:00","647,95","12,00","12,16","4,00","11,70","607,81","0,28"
"02.07.2018","19:00","176,06","11,90","13,06","3,94","11,58","135,25","0,33"
"02.07.2018","20:00","50,75","11,31","12,85","3,76","12,21","10,33","0,29"
"02.07.2018","21:00","40,57","11,46","12,72","3,61","11,91","0,65","0,22"
"02.07.2018","22:00","43,86","12,35","13,20","3,50","11,34","3,25","0,22"
"02.07.2018","23:00","39,26","11,54","12,70","3,40","11,28","0,15","0,19"
"03.07.2018","00:00","38,61","10,90","12,70","3,28","11,41","0,14","0,17"
"03.07.2018","01:00","37,99","10,33","12,73","3,06","11,57","0,15","0,16"
"03.07.2018","02:00","35,20","8,28","12,07","3,34","11,22","0,14","0,16"
"03.07.2018","03:00","34,92","6,92","13,17","3,60","10,84","0,20","0,20"
"03.07.2018","04:00","34,44","6,64","12,55","3,57","10,95","0,54","0,19"
"03.07.2018","05:00","55,62","6,21","12,37","3,42","10,67","22,77","0,18"
"03.07.2018","06:00","253,27","4,63","12,66","2,51","10,36","222,92","0,19"
"03.07.2018","07:00","900,59","4,23","12,47","3,30","10,52","869,82","0,25"
"03.07.2018","08:00","1.867,50","2,72","12,77","3,55","9,27","1.838,94","0,24"
"03.07.2018","09:00","2.743,11","2,39","12,51","3,76","10,06","2.714,14","0,26"
"03.07.2018","10:00","3.405,34","2,84","13,27","3,71","10,03","3.375,15","0,34"
"03.07.2018","11:00","3.788,13","3,24","12,67","3,58","9,61","3.758,70","0,34"
"03.07.2018","12:00","3.923,47","5,06","12,12","3,65","10,76","3.891,53","0,35"
"03.07.2018","13:00","3.858,51","7,57","12,30","3,68","10,55","3.824,09","0,33"
"03.07.2018","14:00","3.601,08","9,70","11,87","3,80","8,29","3.567,10","0,32"
"03.07.2018","15:00","3.148,62","10,67","12,65","3,80","11,08","3.110,12","0,30"
"03.07.2018","16:00","2.448,25","10,51","12,81","3,69","10,90","2.410,09","0,25"
"03.07.2018","17:00","1.581,99","9,53","12,58","3,91","11,27","1.544,47","0,24"
"03.07.2018","18:00","679,08","9,34","12,34","3,96","11,16","642,05","0,23"
"03.07.2018","19:00","175,44","9,36","12,94","3,77","12,52","136,63","0,22"
"03.07.2018","20:00","47,05","9,33","13,00","3,79","12,45","8,28","0,21"
"03.07.2018","21:00","40,29","10,42","12,97","3,66","12,42","0,61","0,22"
"03.07.2018","22:00","39,64","10,81","12,50","3,63","12,23","0,25","0,21"
"03.07.2018","23:00","38,45","8,85","12,94","3,58","12,37","0,57","0,15"
"04.07.2018","00:00","43,47","8,09","12,70","3,58","11,85","7,12","0,13"
"04.07.2018","01:00","36,73","8,12","12,68","3,50","12,18","0,14","0,12"
"04.07.2018","02:00","36,38","8,06","12,34","3,51","12,19","0,15","0,13"
"04.07.2018","03:00","35,96","7,74","12,21","3,53","12,20","0,17","0,12"
"04.07.2018","04:00","38,04","8,32","13,18","3,57","12,32","0,53","0,12"
"04.07.2018","05:00","57,70","9,26","13,03","3,69","12,35","19,25","0,12"
"04.07.2018","06:00","246,94","8,84","11,71","3,54","12,08","210,59","0,19"
"04.07.2018","07:00","901,35","6,77","12,43","3,67","12,06","866,16","0,26"
"04.07.2018","08:00","1.880,87","5,84","11,99","3,82","12,09","1.846,88","0,25"
"04.07.2018","09:00","2.753,29","5,48","11,40","3,90","11,97","2.720,20","0,33"
"04.07.2018","10:00","3.410,52","7,76","11,81","3,78","10,88","3.375,92","0,38"
"04.07.2018","11:00","3.801,71","8,23","12,09","3,80","11,29","3.765,95","0,34"
"04.07.2018","12:00","3.948,34","8,81","11,89","3,81","8,53","3.914,95","0,35"
"04.07.2018","13:00","3.923,99","10,73","12,52","3,66","8,64","3.888,13","0,30"
"04.07.2018","14:00","3.708,85","12,18","12,59","3,83","12,19","3.667,71","0,35"
"04.07.2018","15:00","3.266,12","13,60","12,57","3,73","12,23","3.222,44","1,55"
"04.07.2018","16:00","2.554,96","14,42","12,66","3,69","12,27","2.511,63","0,30"
"04.07.2018","17:00","1.632,38","14,04","12,70","3,90","12,76","1.588,68","0,30"
"04.07.2018","18:00","680,01","13,44","12,54","4,03","12,98","636,71","0,31"
"04.07.2018","19:00","173,42","12,31","12,71","3,80","12,25","132,02","0,34"
"04.07.2018","20:00","51,10","12,97","12,69","3,76","12,96","8,42","0,31"
"04.07.2018","21:00","42,13","11,20","12,72","3,70","13,56","0,62","0,34"
"04.07.2018","22:00","39,91","10,66","12,53","3,60","12,69","0,12","0,30"
"04.07.2018","23:00","39,09","9,65","12,67","3,53","12,27","0,59","0,37"
"05.07.2018","00:00","39,05","9,47","12,70","3,42","12,97","0,13","0,35"
"05.07.2018","01:00","37,30","7,51","12,63","3,43","13,23","0,15","0,35"
"05.07.2018","02:00","36,13","6,18","12,68","3,48","13,27","0,15","0,36"
"05.07.2018","03:00","37,17","7,08","12,69","3,61","13,22","0,17","0,40"
"05.07.2018","04:00","39,22","9,03","12,50","3,60","13,19","0,51","0,39"
"05.07.2018","05:00","52,72","7,19","10,30","3,59","12,20","19,05","0,40"
"05.07.2018","06:00","250,56","7,04","10,40","3,57","12,84","216,36","0,35"
"05.07.2018","07:00","907,56","6,00","10,36","3,45","12,30","875,11","0,34"
"05.07.2018","08:00","1.879,27","6,39","12,13","3,64","11,50","1.845,37","0,24"
"05.07.2018","09:00","2.735,48","5,41","12,28","3,60","11,60","2.702,27","0,32"
"05.07.2018","10:00","3.415,30","5,97","12,17","3,32","10,68","3.382,83","0,33"
"05.07.2018","11:00","3.812,32","7,36","12,53","3,54","9,07","3.779,51","0,32"
"05.07.2018","12:00","3.947,20","6,91","12,53","3,32","9,93","3.914,19","0,31"
"05.07.2018","13:00","3.899,53","7,05","11,76","3,27","10,63","3.866,55","0,28"
"05.07.2018","14:00","3.669,67","7,20","12,26","3,44","13,04","3.633,44","0,29"
"05.07.2018","15:00","3.162,94","8,03","12,34","3,39","10,30","3.128,73","0,15"
"05.07.2018","16:00","2.446,38","8,86","11,08","3,48","8,96","2.413,93","0,07"
"05.07.2018","17:00","1.571,69","9,51","11,59","3,42","10,23","1.536,94","0,00"
"05.07.2018","18:00","664,79","8,85","12,47","3,69","12,38","627,41","0,00"
"05.07.2018","19:00","176,78","9,39","13,09","3,94","12,58","137,78","0,00"
"05.07.2018","20:00","51,68","11,69","13,31","4,03","13,56","9,10","0,00"
"05.07.2018","21:00","45,27","13,75","13,33","3,94","13,59","0,66","0,00"
"05.07.2018","22:00","43,53","12,93","12,96","3,76","13,72","0,16","0,00"
"05.07.2018","23:00","41,34","11,51","12,65","3,74","13,31","0,13","0,00"
"06.07.2018","00:00","39,95","9,55","12,91","3,73","13,62","0,14","0,00"
"06.07.2018","01:00","37,10","7,00","12,95","3,55","13,44","0,15","0,00"
"06.07.2018","02:00","35,48","6,02","12,38","3,51","13,41","0,15","0,01"
"06.07.2018","03:00","36,26","6,23","12,97","3,44","13,43","0,18","0,00"
"06.07.2018","04:00","36,64","6,10","13,01","3,69","13,32","0,51","0,00"
"06.07.2018","05:00","52,24","3,58","12,89","3,71","12,94","19,12","0,00"
"06.07.2018","06:00","245,28","3,54","12,83","3,67","11,56","213,68","0,00"
"06.07.2018","07:00","904,84","2,90","12,42","3,62","10,80","875,09","0,00"
"06.07.2018","08:00","1.903,15","2,48","12,96","3,71","11,85","1.872,14","0,02"
"06.07.2018","09:00","2.765,31","2,95","13,23","3,89","12,65","2.732,52","0,08"
"06.07.2018","10:00","3.405,98","2,92","12,82","3,80","12,32","3.374,02","0,10"
"06.07.2018","11:00","3.790,11","3,89","11,46","3,78","10,71","3.760,19","0,08"
"06.07.2018","12:00","3.942,29","4,95","10,47","3,80","11,88","3.911,10","0,08"
"06.07.2018","13:00","3.900,95","4,94","11,62","3,83","11,88","3.868,58","0,10"
"06.07.2018","14:00","3.691,49","4,13","12,55","3,80","12,99","3.657,94","0,08"
"06.07.2018","15:00","3.227,82","5,02","12,81","3,77","13,48","3.192,66","0,08"
"06.07.2018","16:00","2.509,43","5,69","13,08","3,62","13,32","2.473,65","0,08"
"06.07.2018","17:00","1.590,35","6,12","12,13","3,60","13,33","1.555,08","0,08"
"06.07.2018","18:00","670,58","5,55","12,94","3,31","12,94","635,76","0,09"
"06.07.2018","19:00","169,78","4,28","13,22","3,48","12,94","135,72","0,13"
"06.07.2018","20:00","40,27","4,77","11,24","3,73","12,00","8,53","0,01"
"06.07.2018","21:00","36,22","6,60","12,60","3,77","12,57","0,67","0,01"
"06.07.2018","22:00","36,07","7,11","12,57","3,60","12,67","0,13","0,00"
"06.07.2018","23:00","36,09","5,99","13,47","3,63","12,88","0,12","0,00"
"07.07.2018","00:00","36,67","5,95","13,18","3,55","13,23","0,77","0,00"
"07.07.2018","01:00","34,72","4,97","13,00","3,47","13,13","0,14","0,00"
"07.07.2018","02:00","34,21","4,69","12,58","3,46","13,29","0,18","0,00"
"07.07.2018","03:00","33,42","3,59","12,85","3,53","13,29","0,16","0,00"
"07.07.2018","04:00","34,02","3,78","12,84","3,46","13,41","0,52","0,00"
"07.07.2018","05:00","52,96","4,29","13,31","3,61","13,22","18,52","0,00"
"07.07.2018","06:00","242,80","3,69","12,52","3,25","13,40","209,93","0,00"
"07.07.2018","07:00","900,31","2,52","10,77","3,42","12,69","870,88","0,03"
"07.07.2018","08:00","1.893,68","3,14","11,80","3,57","12,44","1.862,56","0,16"
"07.07.2018","09:00","2.775,66","4,54","10,78","3,61","12,64","2.743,89","0,20"
"07.07.2018","10:00","3.429,27","6,49","11,68","3,68","12,70","3.394,46","0,27"
"07.07.2018","11:00","3.782,14","7,81","12,99","3,77","12,10","3.745,15","0,32"
"07.07.2018","12:00","3.939,37","8,54","13,61","3,77","12,13","3.900,99","0,32"
"07.07.2018","13:00","3.894,30","8,43","13,29","4,03","12,01","3.856,23","0,30"
"07.07.2018","14:00","3.659,99","9,25","13,31","4,03","12,24","3.620,88","0,27"
"07.07.2018","15:00","3.218,17","9,99","13,00","3,64","13,30","3.177,97","0,27"
"07.07.2018","16:00","2.514,00","10,57","13,25","3,54","12,82","2.473,62","0,19"
"07.07.2018","17:00","1.601,59","11,08","12,64","3,60","12,84","1.561,31","0,12"
"07.07.2018","18:00","669,53","12,02","11,97","3,44","13,52","628,57","0,02"
"07.07.2018","19:00","170,35","11,10","11,74","3,55","12,56","131,40","0,01"
"07.07.2018","20:00","52,32","13,45","13,50","3,56","13,74","8,07","0,01"
"07.07.2018","21:00","44,71","14,44","12,29","3,44","13,79","0,74","0,00"
"07.07.2018","22:00","43,59","12,11","13,58","3,52","14,24","0,13","0,00"
"07.07.2018","23:00","41,07","10,21","13,65","3,45","12,96","0,80","0,00"
"08.07.2018","00:00","37,31","6,93","13,66","3,35","13,23","0,13","0,00"
"08.07.2018","01:00","37,80","7,85","12,64","3,21","13,96","0,14","0,00"
"08.07.2018","02:00","38,02","7,98","12,66","3,23","14,00","0,14","0,00"
"08.07.2018","03:00","37,22","8,14","11,80","3,10","13,99","0,18","0,00"
"08.07.2018","04:00","37,56","7,80","12,22","3,07","13,98","0,49","0,00"
"08.07.2018","05:00","55,50","8,74","13,33","2,90","12,81","17,71","0,00"
"08.07.2018","06:00","253,24","8,14","13,45","3,39","13,60","214,66","0,00"
"08.07.2018","07:00","904,21","6,82","12,98","3,40","13,60","867,37","0,05"
"08.07.2018","08:00","1.853,77","6,15","10,52","3,36","13,67","1.819,93","0,13"
"08.07.2018","09:00","2.708,94","5,80","11,10","3,52","13,53","2.674,81","0,19"
"08.07.2018","10:00","3.348,32","4,99","12,14","3,57","12,94","3.314,41","0,27"
"08.07.2018","11:00","3.709,21","5,42","12,69","3,57","11,99","3.675,22","0,33"
"08.07.2018","12:00","3.813,58","4,88","12,99","3,85","12,70","3.778,83","0,32"
"08.07.2018","13:00","3.667,49","4,66","13,08","3,97","12,21","3.633,24","0,34"
"08.07.2018","14:00","3.441,46","5,97","12,56","3,90","12,56","3.406,18","0,28"
"08.07.2018","15:00","2.983,05","5,96","12,85","3,79","12,62","2.947,58","0,25"
"08.07.2018","16:00","2.348,58","8,13","12,12","3,78","13,45","2.310,98","0,11"
"08.07.2018","17:00","1.490,20","9,28","11,75","3,57","13,69","1.451,80","0,12"
"08.07.2018","18:00","644,94","10,83","11,96","3,45","12,48","606,18","0,05"
"08.07.2018","19:00","178,23","10,71","12,55","3,62","13,65","137,71","0,00"
"08.07.2018","20:00","51,55","11,54","13,64","3,61","14,29","8,46","0,00"
"08.07.2018","21:00","43,39","11,41","13,51","3,47","14,33","0,69","0,00"
"08.07.2018","22:00","42,35","12,12","13,43","3,36","13,31","0,12","0,00"
"08.07.2018","23:00","53,04","11,22","13,47","3,68","12,88","11,79","0,00"
"09.07.2018","00:00","39,27","9,96","13,48","3,64","12,06","0,13","0,00"
"09.07.2018","01:00","38,15","7,85","13,48","3,35","13,33","0,14","0,00"
"09.07.2018","02:00","35,98","6,11","13,15","2,68","13,87","0,16","0,00"
"09.07.2018","03:00","37,32","6,66","13,14","3,33","14,02","0,17","0,00"
"09.07.2018","04:00","37,17","6,12","13,52","3,05","13,98","0,49","0,00"
"09.07.2018","05:00","53,86","5,57","13,24","3,32","13,95","17,77","0,00"
"09.07.2018","06:00","249,60","4,94","8,86","3,31","12,89","219,61","0,00"
"09.07.2018","07:00","876,51","4,85","8,44","3,48","13,66","846,06","0,03"
"09.07.2018","08:00","1.801,59","4,18","8,70","3,57","13,50","1.771,62","0,01"
"09.07.2018","09:00","2.657,18","3,62","12,97","3,52","13,76","2.623,24","0,06"
"09.07.2018","10:00","3.287,91","3,27","13,46","3,46","13,67","3.253,97","0,06"
"09.07.2018","11:00","3.640,45","3,84","12,57","3,54","13,21","3.607,24","0,05"
"09.07.2018","12:00","3.694,88","5,39","12,40","3,32","12,88","3.660,87","0,03"
"09.07.2018","13:00","3.605,28","5,69","11,93","3,51","12,92","3.571,21","0,03"
"09.07.2018","14:00","3.362,49","5,10","12,14","3,64","13,49","3.328,07","0,05"
"09.07.2018","15:00","2.921,82","4,90","12,69","3,31","13,44","2.887,43","0,04"
"09.07.2018","16:00","2.272,04","6,05","13,45","3,23","12,86","2.236,43","0,03"
"09.07.2018","17:00","1.470,29","6,72","12,95","3,41","13,78","1.433,38","0,05"
"09.07.2018","18:00","640,40","7,20","13,73","3,39","13,73","602,29","0,07"
"09.07.2018","19:00","176,21","7,69","13,01","3,46","13,78","138,14","0,12"
"09.07.2018","20:00","45,52","7,88","11,43","3,34","13,94","8,93","0,01"
"09.07.2018","21:00","35,39","7,28","13,20","3,33","11,01","0,55","0,01"
"09.07.2018","22:00","38,92","7,55","13,29","3,49","13,26","1,32","0,00"
"09.07.2018","23:00","36,68","5,85","13,63","3,36","13,69","0,15","0,00"
"10.07.2018","00:00","34,31","3,54","13,59","3,26","13,78","0,14","0,00"
"10.07.2018","01:00","33,38","2,35","13,63","3,27","14,00","0,15","0,00"
"10.07.2018","02:00","32,86","1,90","13,62","3,24","13,95","0,15","0,00"
"10.07.2018","03:00","31,71","1,35","13,66","3,30","13,20","0,19","0,00"
"10.07.2018","04:00","32,23","1,23","13,64","3,21","13,48","0,67","0,00"
"10.07.2018","05:00","49,51","1,65","13,66","3,23","13,49","17,48","0,00"
"10.07.2018","06:00","250,71","2,20","13,21","3,35","14,08","217,87","0,00"
"10.07.2018","07:00","877,25","1,84","13,37","3,56","12,76","845,71","0,00"
"10.07.2018","08:00","1.817,04","1,54","13,55","3,62","13,86","1.784,48","0,00"
"10.07.2018","09:00","2.685,43","1,77","13,42","3,39","13,34","2.653,39","0,13"
"10.07.2018","10:00","3.327,05","1,60","12,80","3,37","12,89","3.296,26","0,13"
"10.07.2018","11:00","3.688,06","2,26","13,11","3,65","12,91","3.656,03","0,11"
"10.07.2018","12:00","3.762,44","2,03","13,66","2,87","13,30","3.730,47","0,10"
"10.07.2018","13:00","3.647,36","3,03","12,36","3,50","11,98","3.616,41","0,09"
"10.07.2018","14:00","3.400,43","4,27","12,90","3,46","13,20","3.366,47","0,12"
"10.07.2018","15:00","2.925,98","4,81","12,34","3,56","13,52","2.891,62","0,12"
"10.07.2018","16:00","2.317,79","4,03","13,31","3,38","13,42","2.283,53","0,13"
"10.07.2018","17:00","1.529,55","5,13","11,61","3,49","13,66","1.495,65","0,02"
"10.07.2018","18:00","630,01","4,36","10,41","3,46","12,90","598,88","0,00"
"10.07.2018","19:00","171,83","4,96","12,35","3,46","13,76","137,29","0,01"
"10.07.2018","20:00","46,14","6,19","13,38","3,53","14,29","8,73","0,02"
"10.07.2018","21:00","38,01","6,45","13,58","3,48","13,91","0,59","0,01"
"10.07.2018","22:00","35,68","5,38","13,26","3,65","13,24","0,15","0,01"
"10.07.2018","23:00","36,26","5,43","13,47","3,63","13,34","0,39","0,01"
"11.07.2018","00:00","33,89","4,17","13,44","3,46","12,69","0,14","0,00"
"11.07.2018","01:00","34,96","3,80","13,70","3,61","13,69","0,15","0,00"
"11.07.2018","02:00","35,53","3,98","13,63","3,77","13,99","0,16","0,00"
"11.07.2018","03:00","36,47","4,87","13,67","3,68","13,98","0,27","0,00"
"11.07.2018","04:00","35,40","4,64","13,57","3,51","13,02","0,66","0,00"
"11.07.2018","05:00","50,80","4,85","12,37","3,42","13,44","16,72","0,00"
"11.07.2018","06:00","244,87","6,18","12,80","3,32","13,63","208,95","0,00"
"11.07.2018","07:00","853,54","7,47","12,49","3,59","13,14","816,85","0,00"
"11.07.2018","08:00","1.755,23","6,45","12,14","3,62","13,39","1.719,64","0,01"
"11.07.2018","09:00","2.625,28","8,36","10,99","3,46","12,06","2.590,39","0,03"
"11.07.2018","10:00","3.273,35","8,63","12,63","3,37","11,39","3.237,31","0,03"
"11.07.2018","11:00","3.644,70","8,86","13,10","3,45","10,38","3.608,61","0,29"
"11.07.2018","12:00","3.808,00","9,86","13,41","3,53","10,64","3.770,51","0,04"
"11.07.2018","13:00","3.675,63","11,80","13,29","3,54","11,44","3.635,54","0,04"
"11.07.2018","14:00","3.406,88","12,11","13,61","3,71","13,23","3.364,20","0,03"
"11.07.2018","15:00","2.925,46","13,32","13,02","3,85","11,64","2.883,61","0,02"
"11.07.2018","16:00","2.273,40","13,79","13,26","3,81","12,09","2.230,45","0,01"
"11.07.2018","17:00","1.401,81","16,17","13,66","3,80","13,73","1.354,45","0,00"
"11.07.2018","18:00","604,23","18,99","13,71","3,53","14,33","553,66","0,00"
"11.07.2018","19:00","173,36","18,59","13,50","3,59","14,25","123,42","0,00"
"11.07.2018","20:00","58,83","19,01","13,37","4,46","13,81","8,18","0,00"
"11.07.2018","21:00","51,65","18,68","13,38","4,42","14,38","0,77","0,00"
"11.07.2018","22:00","48,36","17,08","12,80","4,46","13,77","0,25","0,01"
"11.07.2018","23:00","47,29","15,44","13,41","4,40","13,63","0,41","0,00"
"12.07.2018","00:00","45,70","14,13","13,14","4,46","13,81","0,16","0,00"
"12.07.2018","01:00","43,24","11,98","12,98","4,61","13,52","0,15","0,00"
"12.07.2018","02:00","41,91","10,13","13,13","4,49","13,99","0,17","0,00"
"12.07.2018","03:00","42,10","9,93","13,59","4,29","14,10","0,19","0,00"
"12.07.2018","04:00","42,52","10,57","13,59","4,31","13,69","0,36","0,00"
"12.07.2018","05:00","60,18","13,83","13,30","4,40","13,40","15,25","0,00"
"12.07.2018","06:00","253,22","16,82","13,60","4,32","12,60","205,88","0,00"
"12.07.2018","07:00","840,26","16,41","13,27","4,47","12,51","793,59","0,01"
"12.07.2018","08:00","1.709,76","15,96","13,35","4,63","13,26","1.662,56","0,00"
"12.07.2018","09:00","2.578,23","16,31","13,12","4,65","12,75","2.531,37","0,04"
"12.07.2018","10:00","3.246,91","14,92","13,14","4,76","11,38","3.202,64","0,09"
"12.07.2018","11:00","3.658,61","16,74","13,09","4,79","13,24","3.610,61","0,15"
"12.07.2018","12:00","3.828,05","16,67","12,89","4,56","14,41","3.779,43","0,09"
"12.07.2018","13:00","3.760,63","16,62","13,44","4,53","14,40","3.711,60","0,04"
"12.07.2018","14:00","3.474,57","16,76","13,65","4,47","13,46","3.426,22","0,01"
"12.07.2018","15:00","3.011,02","16,10","13,43","4,61","13,67","2.963,20","0,01"
"12.07.2018","16:00","2.297,88","16,72","12,78","4,55","13,41","2.250,41","0,01"
"12.07.2018","17:00","1.440,80","17,33","13,71","4,58","14,19","1.390,94","0,04"
"12.07.2018","18:00","641,62","17,93","13,71","4,67","14,10","591,21","0,01"
"12.07.2018","19:00","189,26","19,33","13,68","4,71","13,68","137,87","0,01"
"12.07.2018","20:00","57,36","17,20","12,95","4,81","13,88","8,51","0,01"
"12.07.2018","21:00","48,45","15,68","13,76","4,50","13,92","0,59","0,00"
"12.07.2018","22:00","45,43","13,97","13,26","4,09","13,97","0,14","0,00"
"12.07.2018","23:00","44,75","12,68","13,73","4,14","14,03","0,16","0,00"
"13.07.2018","00:00","44,54","12,24","13,71","4,37","14,07","0,14","0,00"
"13.07.2018","01:00","42,06","10,80","13,07","4,42","13,58","0,18","0,00"
"13.07.2018","02:00","41,98","10,67","13,06","4,20","13,89","0,17","0,00"
"13.07.2018","03:00","43,25","11,18","13,79","4,12","13,98","0,18","0,00"
"13.07.2018","04:00","42,61","10,37","13,33","4,48","13,95","0,47","0,01"
"13.07.2018","05:00","56,63","10,65","13,23","4,46","13,10","15,19","0,00"
"13.07.2018","06:00","244,40","10,34","13,55","3,73","12,97","203,80","0,00"
"13.07.2018","07:00","851,96","9,11","11,69","4,32","13,58","813,25","0,00"
"13.07.2018","08:00","1.781,55","9,44","12,55","4,72","13,67","1.741,16","0,00"
"13.07.2018","09:00","2.657,80","10,31","11,31","4,70","13,22","2.618,13","0,13"
"13.07.2018","10:00","3.295,70","12,11","12,18","4,73","13,20","3.253,37","0,11"
"13.07.2018","11:00","3.669,06","12,63","12,97","4,73","13,34","3.625,31","0,09"
"13.07.2018","12:00","3.842,79","12,93","13,69","4,75","12,79","3.798,55","0,08"
"13.07.2018","13:00","3.782,04","12,58","13,60","4,70","12,89","3.738,14","0,13"
"13.07.2018","14:00","3.534,50","12,28","13,31","4,73","13,09","3.491,00","0,10"
"13.07.2018","15:00","3.053,78","12,51","11,89","4,71","13,26","3.011,31","0,09"
"13.07.2018","16:00","2.384,98","12,05","11,87","4,12","12,28","2.344,57","0,10"
"13.07.2018","17:00","1.519,13","11,98","11,90","4,48","13,46","1.477,22","0,11"
"13.07.2018","18:00","660,02","13,31","12,49","4,39","14,00","615,72","0,11"
"13.07.2018","19:00","178,68","13,24","13,20","4,44","14,23","133,42","0,16"
"13.07.2018","20:00","53,57","14,46","13,79","4,27","13,68","7,23","0,15"
"13.07.2018","21:00","52,31","12,81","13,75","4,66","13,01","7,94","0,14"
"13.07.2018","22:00","43,47","11,27","13,50","4,52","13,82","0,19","0,17"
"13.07.2018","23:00","43,20","11,20","13,25","4,32","13,78","0,47","0,19"
"14.07.2018","00:00","42,83","10,82","13,74","4,25","13,85","0,17","0,00"
"14.07.2018","01:00","42,68","11,13","13,73","4,20","13,46","0,16","0,00"
"14.07.2018","02:00","43,86","10,81","13,71","4,21","14,07","1,04","0,02"
"14.07.2018","03:00","43,06","10,94","13,73","4,26","13,93","0,19","0,01"
"14.07.2018","04:00","41,80","9,37","13,70","4,23","14,03","0,46","0,00"
"14.07.2018","05:00","54,93","10,94","13,21","4,26","13,66","12,87","0,00"
"14.07.2018","06:00","235,20","10,74","12,51","4,69","11,77","195,49","0,00"
"14.07.2018","07:00","778,33","10,89","12,81","4,81","12,20","737,60","0,02"
"14.07.2018","08:00","1.616,80","12,50","13,37","4,19","13,48","1.573,13","0,13"
"14.07.2018","09:00","2.419,25","13,75","12,43","4,40","13,21","2.375,29","0,17"
"14.07.2018","10:00","3.048,43","13,20","12,35","4,31","12,99","3.005,35","0,24"
