"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"02.01.2019","00:00","54,81","19,41","15,06","6,07","14,24","0,03","0,00"
"02.01.2019","01:00","52,14","17,80","14,71","6,08","13,54","0,01","0,00"
"02.01.2019","02:00","53,43","17,38","16,31","6,01","13,71","0,02","0,00"
"02.01.2019","03:00","51,14","16,08","15,83","5,93","13,30","0,00","0,00"
"02.01.2019","04:00","51,09","16,15","16,14","5,83","12,96","0,01","0,00"
"02.01.2019","05:00","50,56","14,76","16,32","5,65","13,79","0,04","0,00"
"02.01.2019","06:00","51,86","14,32","15,58","5,77","13,96","2,22","0,00"
"02.01.2019","07:00","54,95","13,95","15,46","6,13","13,30","6,09","0,01"
"02.01.2019","08:00","129,27","13,54","15,12","6,27","13,87","80,46","0,01"
"02.01.2019","09:00","358,73","13,96","13,51","6,21","14,04","311,01","0,00"
"02.01.2019","10:00","667,93","14,82","14,32","6,06","13,64","619,07","0,01"
"02.01.2019","11:00","925,90","13,66","15,61","6,13","13,43","877,06","0,01"
"02.01.2019","12:00","1.035,98","12,46","14,29","5,46","14,07","989,70","0,01"
"02.01.2019","13:00","910,08","9,78","13,61","5,51","13,26","867,90","0,02"
"02.01.2019","14:00","704,53","8,13","13,80","6,19","13,58","662,81","0,02"
"02.01.2019","15:00","472,62","7,87","13,83","6,57","14,03","430,27","0,05"
"02.01.2019","16:00","227,82","8,31","14,31","6,50","13,94","184,76","0,01"
"02.01.2019","17:00","62,85","8,89","14,81","6,10","14,26","18,78","0,01"
"02.01.2019","18:00","42,61","8,14","13,36","6,29","13,91","0,91","0,01"
"02.01.2019","19:00","40,47","9,84","10,81","6,29","13,49","0,03","0,01"
"02.01.2019","20:00","39,85","9,56","9,84","6,25","14,16","0,02","0,01"
"02.01.2019","21:00","41,47","7,56","13,55","6,34","14,00","0,01","0,01"
"02.01.2019","22:00","44,30","7,08","16,49","6,52","14,14","0,07","0,01"
"02.01.2019","23:00","44,35","7,13","16,48","6,38","14,28","0,07","0,01"
"03.01.2019","00:00","44,46","7,58","16,47","6,30","14,03","0,07","0,01"
"03.01.2019","01:00","44,96","8,42","16,46","6,31","13,71","0,06","0,01"
"03.01.2019","02:00","45,28","8,34","16,46","6,27","14,15","0,06","0,01"
"03.01.2019","03:00","43,94","8,36","14,87","6,48","14,16","0,06","0,01"
"03.01.2019","04:00","46,16","9,06","16,37","6,45","14,22","0,06","0,01"
"03.01.2019","05:00","48,52","11,81","16,45","6,41","13,74","0,11","0,00"
"03.01.2019","06:00","53,13","13,89","16,35","6,21","14,32","2,36","0,01"
"03.01.2019","07:00","63,26","15,07","16,51","6,23","13,33","12,13","0,00"
"03.01.2019","08:00","217,31","16,71","16,49","6,26","13,20","164,65","0,00"
"03.01.2019","09:00","719,64","18,19","16,36","6,10","11,51","667,48","0,00"
"03.01.2019","10:00","1.282,04","18,76","16,52","6,61","12,55","1.227,57","0,03"
"03.01.2019","11:00","1.644,95","17,73","17,19","6,19","13,04","1.590,67","0,13"
"03.01.2019","12:00","1.670,59","17,52","17,35","5,79","13,06","1.616,78","0,08"
"03.01.2019","13:00","1.534,60","19,73","16,64","5,88","13,26","1.478,92","0,17"
"03.01.2019","14:00","1.257,38","20,73","16,66","5,82","12,98","1.201,01","0,18"
"03.01.2019","15:00","799,32","22,80","16,65","5,65","12,59","741,53","0,09"
"03.01.2019","16:00","347,24","26,66","16,62","6,06","13,13","284,75","0,01"
"03.01.2019","17:00","81,65","29,50","16,60","6,17","12,23","17,14","0,02"
"03.01.2019","18:00","65,05","29,16","16,32","6,25","13,12","0,15","0,05"
"03.01.2019","19:00","65,57","28,91","16,62","6,14","13,87","0,03","0,00"
"03.01.2019","20:00","62,66","27,58","15,15","6,11","13,81","0,01","0,00"
"03.01.2019","21:00","59,77","24,81","15,13","6,01","13,79","0,03","0,00"
"03.01.2019","22:00","59,61","24,51","15,20","6,13","13,74","0,02","0,00"
"03.01.2019","23:00","57,18","22,81","14,98","6,16","13,22","0,01","0,01"
"04.01.2019","00:00","53,71","19,40","15,10","5,82","13,38","0,01","0,01"
"04.01.2019","01:00","54,10","19,72","14,86","5,75","13,77","0,00","0,00"
"04.01.2019","02:00","58,56","22,07","16,42","6,30","13,76","0,01","0,01"
"04.01.2019","03:00","59,68","23,07","16,59","6,36","13,64","0,01","0,00"
"04.01.2019","04:00","57,91","21,69","16,52","6,13","13,53","0,02","0,00"
"04.01.2019","05:00","56,42","20,33","16,36","6,19","13,48","0,05","0,00"
"04.01.2019","06:00","57,96","19,88","15,94","6,34","13,39","2,42","0,00"
"04.01.2019","07:00","66,40","20,07","15,28","6,35","12,62","12,08","0,00"
"04.01.2019","08:00","201,34","20,87","15,24","5,97","12,90","146,20","0,17"
"04.01.2019","09:00","652,78","18,02","15,73","5,92","11,84","601,27","0,00"
"04.01.2019","10:00","1.175,34","18,73","13,93","6,18","12,49","1.124,02","0,01"
"04.01.2019","11:00","1.505,28","17,74","15,31","6,17","12,97","1.453,07","0,02"
"04.01.2019","12:00","1.583,39","17,18","16,50","5,94","13,31","1.530,43","0,02"
"04.01.2019","13:00","1.590,71","17,03","15,95","5,80","13,04","1.538,88","0,01"
"04.01.2019","14:00","1.337,99","18,04","16,55","5,88","13,72","1.283,76","0,04"
"04.01.2019","15:00","937,23","17,79","15,97","6,10","13,73","883,61","0,03"
"04.01.2019","16:00","433,20","19,14","15,01","5,73","13,91","379,41","0,00"
"04.01.2019","17:00","90,08","18,58","15,21","6,28","13,53","36,48","0,00"
"04.01.2019","18:00","57,15","20,01","15,76","6,38","13,85","1,17","0,00"
"04.01.2019","19:00","60,85","23,92","16,56","6,44","13,87","0,05","0,01"
"04.01.2019","20:00","59,62","23,70","16,37","6,18","13,34","0,03","0,00"
"04.01.2019","21:00","59,08","22,67","16,51","6,14","13,74","0,02","0,00"
"04.01.2019","22:00","59,03","22,60","16,76","5,94","13,69","0,03","0,00"
"04.01.2019","23:00","58,25","22,67","16,99","5,96","12,62","0,01","0,00"
"05.01.2019","00:00","58,55","23,30","16,95","6,03","12,25","0,01","0,01"
"05.01.2019","01:00","58,46","22,63","16,90","6,07","12,82","0,03","0,00"
"05.01.2019","02:00","59,92","23,39","16,94","6,19","13,37","0,03","0,00"
"05.01.2019","03:00","59,63","23,34","16,69","6,25","13,33","0,02","0,01"
"05.01.2019","04:00","57,68","21,82","16,56","6,20","13,08","0,01","0,00"
"05.01.2019","05:00","58,23","21,63","16,86","6,30","13,38","0,05","0,00"
"05.01.2019","06:00","59,15","20,55","16,87","6,28","13,30","2,14","0,00"
"05.01.2019","07:00","64,26","18,85","16,80","6,26","12,46","9,87","0,00"
"05.01.2019","08:00","167,88","16,52","16,35","6,12","12,86","115,84","0,19"
"05.01.2019","09:00","523,33","15,59","16,54","5,80","12,74","472,14","0,53"
"05.01.2019","10:00","1.006,49","13,74","16,63","5,93","12,64","957,45","0,10"
"05.01.2019","11:00","1.454,36","13,49","17,16","6,25","12,86","1.404,31","0,30"
"05.01.2019","12:00","1.618,34","13,40","16,93","6,28","12,95","1.568,60","0,17"
"05.01.2019","13:00","1.503,93","15,26","16,59","6,45","12,87","1.452,54","0,22"
"05.01.2019","14:00","1.252,66","15,45","17,20","6,35","12,84","1.200,68","0,15"
"05.01.2019","15:00","824,10","14,55","16,60","6,35","13,58","772,98","0,03"
"05.01.2019","16:00","387,51","15,89","16,63","6,35","14,42","334,21","0,01"
"05.01.2019","17:00","88,65","15,82","16,63","6,23","14,85","35,12","0,00"
"05.01.2019","18:00","55,66","16,86","16,05","6,30","14,96","1,46","0,02"
"05.01.2019","19:00","52,69","16,72","15,16","6,37","14,40","0,03","0,00"
"05.01.2019","20:00","54,36","17,91","15,17","6,43","14,83","0,01","0,00"
"05.01.2019","21:00","52,60","17,47","15,29","5,46","14,37","0,01","0,00"
"05.01.2019","22:00","48,32","14,30","15,09","4,54","14,38","0,01","0,00"
"05.01.2019","23:00","46,28","11,99","14,89","5,11","14,28","0,01","0,00"
"06.01.2019","00:00","44,59","9,53","14,61","6,36","14,06","0,03","0,00"
"06.01.2019","01:00","45,21","9,80","15,26","6,48","13,65","0,01","0,00"
"06.01.2019","02:00","48,09","10,85","16,53","6,48","14,22","0,01","0,00"
"06.01.2019","03:00","48,75","11,81","16,21","6,54","14,18","0,01","0,00"
"06.01.2019","04:00","48,91","12,62","16,42","6,31","13,54","0,01","0,00"
"06.01.2019","05:00","48,45","11,76","16,48","6,07","14,09","0,05","0,00"
"06.01.2019","06:00","49,71","11,96","16,65","5,96","13,02","2,12","0,00"
"06.01.2019","07:00","52,80","13,72","16,66","6,06","12,55","3,81","0,00"
"06.01.2019","08:00","87,43","13,09","16,59","6,03","12,69","39,02","0,01"
"06.01.2019","09:00","206,62","11,90","16,64","5,67","12,93","159,43","0,04"
"06.01.2019","10:00","388,38","12,17","16,26","5,75","13,35","340,56","0,30"
"06.01.2019","11:00","521,62","11,53","15,45","6,07","13,39","474,96","0,23"
"06.01.2019","12:00","625,42","10,34","15,59","6,41","13,69","579,27","0,13"
"06.01.2019","13:00","661,60","10,52","15,95","6,28","13,14","615,66","0,06"
"06.01.2019","14:00","617,73","8,83","16,36","6,20","13,45","572,79","0,09"
"06.01.2019","15:00","489,24","8,04","16,43","6,65","12,85","445,24","0,03"
"06.01.2019","16:00","262,25","7,00","16,58","6,58","12,94","219,13","0,01"
"06.01.2019","17:00","67,11","7,12","15,99","6,18","13,83","24,00","0,00"
"06.01.2019","18:00","46,21","8,53","16,55","6,32","13,79","1,00","0,01"
"06.01.2019","19:00","45,63","8,40","16,61","6,27","14,31","0,04","0,00"
"06.01.2019","20:00","45,49","8,21","16,76","6,19","14,30","0,02","0,01"
"06.01.2019","21:00","46,49","9,95","16,53","6,59","13,40","0,02","0,00"
"06.01.2019","22:00","48,43","11,48","16,70","6,50","13,72","0,02","0,00"
"06.01.2019","23:00","45,89","10,71","14,97","6,37","13,81","0,03","0,00"
"07.01.2019","00:00","46,37","11,89","14,60","6,29","13,54","0,04","0,00"
"07.01.2019","01:00","47,40","12,68","14,51","6,36","13,82","0,03","0,00"
"07.01.2019","02:00","46,93","11,63","15,28","6,22","13,77","0,03","0,00"
"07.01.2019","03:00","45,58","10,83","15,08","6,40","13,21","0,05","0,00"
"07.01.2019","04:00","45,41","9,93","16,29","6,53","12,63","0,02","0,00"
"07.01.2019","05:00","44,70","9,23","15,99","6,52","12,86","0,09","0,00"
"07.01.2019","06:00","47,28","10,53","15,19","6,51","12,65","2,40","0,00"
"07.01.2019","07:00","66,66","11,74","15,28","6,36","12,65","20,62","0,00"
"07.01.2019","08:00","216,15","11,97","15,67","6,39","12,44","169,67","0,00"
"07.01.2019","09:00","624,77","13,50","15,89","6,36","12,77","576,22","0,03"
"07.01.2019","10:00","1.202,16","14,86","15,02","6,34","12,33","1.153,52","0,09"
"07.01.2019","11:00","1.697,37","16,17","14,47","6,63","13,12","1.646,78","0,21"
"07.01.2019","12:00","1.906,06","18,24","11,48","6,58","14,24","1.855,26","0,25"
"07.01.2019","13:00","1.800,94","18,62","13,10","6,46","13,25","1.749,23","0,27"
"07.01.2019","14:00","1.433,57","19,95","11,87","5,93","13,83","1.381,81","0,18"
"07.01.2019","15:00","885,65","20,78","11,16","5,93","14,11","833,54","0,13"
"07.01.2019","16:00","384,16","21,47","14,08","6,33","14,53","327,72","0,03"
"07.01.2019","17:00","84,07","22,35","16,01","6,47","14,73","24,50","0,00"
"07.01.2019","18:00","62,82","24,82","16,26","6,53","14,76","0,45","0,01"
"07.01.2019","19:00","64,37","26,68","16,31","6,58","14,75","0,04","0,01"
"07.01.2019","20:00","67,01","29,00","17,10","6,66","14,19","0,04","0,00"
"07.01.2019","21:00","67,07","28,83","17,24","6,77","14,19","0,03","0,00"
"07.01.2019","22:00","67,12","28,66","17,24","6,55","14,61","0,05","0,00"
"07.01.2019","23:00","65,14","28,10","17,23","6,64","13,14","0,03","0,00"
"08.01.2019","00:00","63,40","27,61","17,22","6,28","12,25","0,03","0,00"
"08.01.2019","01:00","62,17","25,52","17,23","5,98","13,41","0,02","0,00"
"08.01.2019","02:00","60,00","24,15","17,18","5,85","12,78","0,03","0,00"
"08.01.2019","03:00","56,47","23,95","15,62","5,99","10,87","0,04","0,00"
"08.01.2019","04:00","59,49","25,67","15,56","6,20","12,01","0,03","0,00"
"08.01.2019","05:00","60,26","25,83","15,58","6,02","12,75","0,08","0,00"
"08.01.2019","06:00","60,56","24,30","14,35","5,93","13,61","2,37","0,00"
"08.01.2019","07:00","62,77","22,91","14,03","6,02","13,44","6,36","0,00"
"08.01.2019","08:00","95,63","22,23","13,79","5,07","12,70","41,84","0,00"
"08.01.2019","09:00","236,07","21,25","13,62","5,86","13,02","182,32","0,00"
"08.01.2019","10:00","427,38","20,30","13,84","6,34","13,05","373,84","0,00"
"08.01.2019","11:00","556,22","20,03","14,00","6,17","13,10","502,90","0,02"
"08.01.2019","12:00","642,74","18,10","14,41","5,97","12,68","591,54","0,04"
"08.01.2019","13:00","632,75","14,84","13,04","5,99","11,11","587,73","0,03"
"08.01.2019","14:00","556,32","14,15","14,16","6,36","10,01","511,63","0,01"
"08.01.2019","15:00","394,01","12,17","14,37","6,42","13,78","347,26","0,01"
"08.01.2019","16:00","228,67","9,66","14,25","6,36","14,74","183,66","0,00"
"08.01.2019","17:00","69,08","7,75","15,36","6,56","14,50","24,90","0,00"
"08.01.2019","18:00","41,52","5,31","14,60","6,72","14,36","0,54","0,00"
"08.01.2019","19:00","40,49","4,55","14,94","6,83","14,14","0,03","0,00"
"08.01.2019","20:00","39,78","4,70","15,21","6,65","13,21","0,01","0,00"
"08.01.2019","21:00","38,22","3,84","14,86","6,40","13,11","0,01","0,00"
"08.01.2019","22:00","39,59","4,67","15,69","6,29","12,40","0,53","0,00"
"08.01.2019","23:00","39,10","4,74","15,11","6,53","12,70","0,01","0,00"
"09.01.2019","00:00","39,66","4,49","15,07","6,39","13,70","0,01","0,00"
"09.01.2019","01:00","41,38","6,98","15,02","6,63","12,75","0,01","0,00"
"09.01.2019","02:00","44,33","10,18","14,89","6,70","12,55","0,01","0,00"
"09.01.2019","03:00","48,43","13,68","15,05","6,40","13,27","0,02","0,00"
"09.01.2019","04:00","48,74","15,59","15,11","5,79","12,23","0,02","0,00"
"09.01.2019","05:00","47,63","13,25","15,79","5,86","12,67","0,06","0,00"
"09.01.2019","06:00","49,14","13,14","14,35","5,75","13,44","2,46","0,00"
"09.01.2019","07:00","69,44","16,58","14,37","5,76","12,86","19,87","0,00"
"09.01.2019","08:00","211,48","18,62","14,26","5,91","12,71","159,99","0,00"
"09.01.2019","09:00","605,56","18,18","13,95","6,38","12,85","554,20","0,00"
"09.01.2019","10:00","1.116,34","19,40","12,10","6,58","11,90","1.066,34","0,03"
"09.01.2019","11:00","1.513,59","17,70","11,72","6,04","12,67","1.465,31","0,15"
"09.01.2019","12:00","1.782,60","19,99","12,03","6,07","12,89","1.731,18","0,44"
"09.01.2019","13:00","1.899,35","22,60","12,85","6,54","12,08","1.844,83","0,44"
"09.01.2019","14:00","1.725,87","23,65","13,51","6,59","12,80","1.669,02","0,30"
"09.01.2019","15:00","1.255,63","23,68","13,99","6,56","12,90","1.198,33","0,17"
"09.01.2019","16:00","597,94","25,29","13,48","6,34","12,84","539,95","0,04"
"09.01.2019","17:00","123,04","25,64","13,53","6,41","13,50","63,95","0,01"
"09.01.2019","18:00","61,60","26,44","13,56","6,40","13,52","1,66","0,02"
"09.01.2019","19:00","61,40","27,55","13,55","6,68","13,56","0,06","0,01"
"09.01.2019","20:00","62,17","28,47","13,76","6,64","13,26","0,01","0,02"
"09.01.2019","21:00","62,12","28,99","13,32","6,58","13,21","0,01","0,01"
"09.01.2019","22:00","61,47","28,13","14,02","6,33","12,99","0,01","0,00"
"09.01.2019","23:00","61,19","27,32","14,12","6,37","13,36","0,01","0,00"
"10.01.2019","00:00","61,12","28,06","14,14","5,75","13,17","0,01","0,00"
"10.01.2019","01:00","60,08","26,49","14,08","6,55","12,93","0,03","0,00"
"10.01.2019","02:00","59,54","25,35","15,27","6,53","12,39","0,01","0,00"
"10.01.2019","03:00","59,16","24,82","15,26","6,39","12,66","0,02","0,00"
"10.01.2019","04:00","60,21","26,48","14,73","5,83","13,16","0,00","0,00"
"10.01.2019","05:00","59,16","25,39","14,50","5,72","13,47","0,07","0,00"
"10.01.2019","06:00","62,21","25,84","14,71","5,81","13,48","2,35","0,00"
"10.01.2019","07:00","86,93","24,93","14,91","5,71","13,16","28,22","0,00"
"10.01.2019","08:00","316,03","25,50","14,25","5,77","13,30","257,16","0,05"
"10.01.2019","09:00","817,51","24,75","13,81","5,88","13,63","759,28","0,15"
"10.01.2019","10:00","1.285,76","26,81","14,61","4,07","12,21","1.227,87","0,20"
"10.01.2019","11:00","1.546,41","28,86","15,56","4,54","12,21","1.485,07","0,17"
"10.01.2019","12:00","1.648,27","28,49","15,73","4,52","13,86","1.585,43","0,24"
"10.01.2019","13:00","1.683,61","30,50","15,74","4,43","11,87","1.620,92","0,15"
"10.01.2019","14:00","1.562,65","31,00","15,00","5,30","12,09","1.499,10","0,17"
"10.01.2019","15:00","1.167,34","31,86","15,57","5,67","12,69","1.101,43","0,13"
"10.01.2019","16:00","551,53","32,45","15,22","5,44","12,18","486,20","0,03"
"10.01.2019","17:00","123,86","33,59","15,51","6,53","13,87","54,34","0,02"
"10.01.2019","18:00","70,91","33,64","15,47","6,61","13,37","1,81","0,01"
"10.01.2019","19:00","70,25","34,31","15,69","6,58","13,63","0,02","0,03"
"10.01.2019","20:00","71,27","35,47","15,98","6,25","13,52","0,01","0,03"
"10.01.2019","21:00","70,16","34,34","16,06","6,24","13,49","0,01","0,02"
"10.01.2019","22:00","69,81","33,97","15,94","6,26","13,61","0,02","0,01"
"10.01.2019","23:00","68,85","33,24","15,88","6,21","13,51","0,00","0,01"
"11.01.2019","00:00","69,28","34,06","15,76","6,18","13,26","0,01","0,01"
"11.01.2019","01:00","70,03","34,30","15,92","6,32","13,45","0,02","0,01"
"11.01.2019","02:00","70,14","34,13","15,94","6,47","13,58","0,01","0,01"
"11.01.2019","03:00","67,88","32,10","15,92","6,44","13,40","0,01","0,01"
"11.01.2019","04:00","66,45","31,23","15,94","6,19","13,07","0,01","0,01"
"11.01.2019","05:00","63,64","29,39","15,92","6,06","12,20","0,06","0,01"
"11.01.2019","06:00","63,51","26,45","15,70","6,08","12,83","2,46","0,00"
"11.01.2019","07:00","88,44","26,65","15,37","6,29","13,34","26,79","0,00"
"11.01.2019","08:00","335,39","21,12","15,11","6,31","13,26","279,58","0,01"
"11.01.2019","09:00","910,51","16,24","15,39","6,17","12,82","859,86","0,02"
"11.01.2019","10:00","1.496,03","17,61","15,40","6,27","12,58","1.444,13","0,04"
"11.01.2019","11:00","1.905,44","17,88","15,45","6,04","13,25","1.852,74","0,08"
"11.01.2019","12:00","2.060,77","20,28","15,66","6,07","12,42","2.006,26","0,07"
"11.01.2019","13:00","1.985,88","14,62","15,80","6,01","12,97","1.936,44","0,05"
"11.01.2019","14:00","1.687,24","12,28","15,48","6,18","13,23","1.640,06","0,02"
"11.01.2019","15:00","1.144,15","11,49","15,65","6,32","13,24","1.097,44","0,02"
"11.01.2019","16:00","495,98","9,16","15,58","6,25","13,48","451,50","0,01"
"11.01.2019","17:00","84,21","8,28","15,36","6,19","13,62","40,77","0,00"
"11.01.2019","18:00","46,72","9,20","15,62","6,39","14,13","1,38","0,00"
"11.01.2019","19:00","45,09","10,53","14,50","6,35","13,67","0,03","0,01"
"11.01.2019","20:00","46,32","11,22","14,58","6,55","13,96","0,01","0,00"
"11.01.2019","21:00","46,02","10,81","14,65","6,42","14,14","0,01","0,00"
"11.01.2019","22:00","48,68","13,68","14,51","6,56","13,92","0,01","0,00"
"11.01.2019","23:00","45,53","9,88","14,88","6,46","14,25","0,06","0,00"
"12.01.2019","00:00","47,24","11,76","15,03","6,49","13,92","0,02","0,01"
"12.01.2019","01:00","48,16","12,86","14,91","6,46","13,91","0,01","0,01"
"12.01.2019","02:00","47,14","12,12","14,26","6,48","14,27","0,00","0,00"
"12.01.2019","03:00","48,82","13,54","14,44","6,51","14,32","0,01","0,01"
"12.01.2019","04:00","50,46","16,84","13,70","6,36","13,55","0,01","0,01"
"12.01.2019","05:00","50,81","16,85","13,95","6,37","13,57","0,06","0,00"
"12.01.2019","06:00","53,34","16,15","14,78","6,10","14,08","2,23","0,00"
"12.01.2019","07:00","78,06","16,57","15,46","6,19","14,13","25,71","0,00"
"12.01.2019","08:00","317,43","17,57","15,25","6,01","13,79","264,80","0,00"
"12.01.2019","09:00","932,60","18,16","15,83","6,51","14,33","877,75","0,01"
"12.01.2019","10:00","1.599,29","17,22","12,73","6,52","14,02","1.548,78","0,02"
"12.01.2019","11:00","1.974,85","16,94","12,54","6,39","13,62","1.925,32","0,02"
"12.01.2019","12:00","2.117,59","16,97","17,02","6,26","13,81","2.063,52","0,03"
"12.01.2019","13:00","1.992,13","16,67","16,97","6,41","13,53","1.938,51","0,04"
"12.01.2019","14:00","1.670,85","15,92","17,14","5,99","13,21","1.618,56","0,02"
"12.01.2019","15:00","1.092,93","17,37","16,99","6,41","13,68","1.038,47","0,01"
"12.01.2019","16:00","445,05","18,44","16,95","6,75","14,17","388,72","0,00"
"12.01.2019","17:00","86,93","18,42","16,94","6,69","14,27","30,61","0,00"
"12.01.2019","18:00","56,98","18,43","16,97","6,64","14,24","0,69","0,00"
"12.01.2019","19:00","54,50","17,87","15,73","6,58","14,28","0,04","0,00"
"12.01.2019","20:00","55,32","17,53","16,98","6,54","14,25","0,03","0,00"
"12.01.2019","21:00","54,38","16,70","16,99","6,39","14,25","0,05","0,00"
"12.01.2019","22:00","52,53","15,12","16,80","6,40","14,21","0,01","0,00"
"12.01.2019","23:00","54,71","16,26","16,93","6,35","14,00","1,17","0,00"
"13.01.2019","00:00","54,67","18,13","16,68","6,44","13,38","0,04","0,00"
"13.01.2019","01:00","56,25","19,06","16,82","6,29","14,06","0,01","0,00"
"13.01.2019","02:00","56,63","19,63","16,67","6,24","14,07","0,01","0,00"
"13.01.2019","03:00","57,24","20,34","16,61","6,18","14,10","0,01","0,00"
"13.01.2019","04:00","56,68","19,51","16,80","6,24","14,12","0,00","0,00"
"13.01.2019","05:00","55,99","18,87","16,88","6,30","13,87","0,06","0,00"
"13.01.2019","06:00","59,12","19,68","16,83","6,44","14,06","2,11","0,00"
"13.01.2019","07:00","65,82","18,87","16,94","6,46","13,38","10,18","0,00"
"13.01.2019","08:00","170,40","16,53","16,82","6,49","13,70","116,84","0,02"
"13.01.2019","09:00","514,32","14,39","16,93","6,46","13,29","463,23","0,02"
"13.01.2019","10:00","1.001,69","12,76","16,93","6,32","12,94","952,71","0,02"
"13.01.2019","11:00","1.414,97","12,67","16,86","6,36","12,72","1.366,31","0,06"
"13.01.2019","12:00","1.647,80","10,55","16,90","6,77","13,21","1.600,31","0,06"
"13.01.2019","13:00","1.624,63","8,50","16,76","6,86","13,81","1.578,67","0,04"
"13.01.2019","14:00","1.385,98","6,07","16,90","6,92","11,21","1.344,79","0,10"
"13.01.2019","15:00","929,74","4,82","16,64","6,83","12,18","889,26","0,01"
"13.01.2019","16:00","436,15","3,31","16,89","6,68","13,37","395,89","0,01"
"13.01.2019","17:00","94,50","2,13","16,70","6,58","14,42","54,66","0,01"
"13.01.2019","18:00","42,46","2,86","16,43","6,52","14,35","2,28","0,01"
"13.01.2019","19:00","40,33","3,47","15,71","6,77","14,36","0,03","0,00"
"13.01.2019","20:00","38,62","3,12","14,52","6,87","14,08","0,01","0,01"
"13.01.2019","21:00","39,55","3,45","15,22","6,84","13,98","0,06","0,00"
"13.01.2019","22:00","39,52","3,53","15,23","6,61","14,12","0,03","0,00"
"13.01.2019","23:00","39,87","4,17","15,42","6,50","13,77","0,01","0,00"
"14.01.2019","00:00","40,09","4,60","15,27","6,38","13,82","0,02","0,01"
"14.01.2019","01:00","40,18","4,55","15,34","6,30","13,99","0,01","0,00"
"14.01.2019","02:00","40,93","4,19","16,39","6,44","13,91","0,01","0,00"
"14.01.2019","03:00","42,71","5,80","16,59","6,45","13,85","0,01","0,00"
"14.01.2019","04:00","44,57","7,59","16,66","6,26","14,06","0,00","0,00"
"14.01.2019","05:00","45,16","8,45","16,62","6,03","13,99","0,06","0,00"
"14.01.2019","06:00","47,08","8,73","16,26","5,92","14,02","2,15","0,00"
"14.01.2019","07:00","63,64","9,25","15,80","6,40","14,00","18,20","0,00"
"14.01.2019","08:00","224,89","10,44","15,81","6,67","13,74","178,22","0,00"
"14.01.2019","09:00","680,21","9,83","16,44","6,15","13,46","634,34","0,00"
"14.01.2019","10:00","1.153,42","9,17","16,89","6,08","13,45","1.107,81","0,02"
"14.01.2019","11:00","1.479,08","9,37","16,34","6,33","13,73","1.433,27","0,05"
"14.01.2019","12:00","1.580,25","12,66","16,55","6,20","13,93","1.530,75","0,17"
"14.01.2019","13:00","1.537,55","12,83","16,54","5,87","13,70","1.488,41","0,21"
"14.01.2019","14:00","1.284,92","13,57","15,83","5,70","13,93","1.235,85","0,04"
"14.01.2019","15:00","841,36","12,04","14,77","6,04","13,42","795,07","0,02"
"14.01.2019","16:00","391,15","10,41","16,18","6,30","14,30","343,96","0,01"
"14.01.2019","17:00","89,26","11,75","16,15","6,34","14,11","40,90","0,02"
"14.01.2019","18:00","50,69","11,71","16,05","6,50","14,18","2,24","0,01"
